Nm_Ruas,Kd_Inf,Panjang,STA_AWAL,STA_AKHIR,No,Tahun,Date,Penanganan,Kondisi_Kini,Perke_Kini
Jl. Nglandung-Sambirejo,156,1.710,0+800,0+900,7292,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglandung-Sambirejo,156,1.710,0+900,1+000,7293,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglandung-Sambirejo,156,1.710,1+000,1+100,7294,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglandung-Sambirejo,156,1.710,1+100,1+200,7295,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglandung-Sambirejo,156,1.710,1+200,1+300,7296,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglandung-Sambirejo,156,1.710,1+300,1+400,7297,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglandung-Sambirejo,156,1.710,1+400,1+500,7298,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglandung-Sambirejo,156,1.710,1+500,1+600,7299,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglandung-Sambirejo,156,1.710,1+700,1+709,7300,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,0+000,0+100,7212,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,0+100,0+200,7213,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,0+200,0+300,7214,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,0+300,0+400,7215,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,0+400,0+500,7216,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,0+500,0+600,7217,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,0+600,0+700,7218,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,0+700,0+800,7219,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,0+800,0+900,7220,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,0+900,1+000,7221,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,1+000,1+100,7222,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,1+100,1+200,7223,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,1+200,1+300,7224,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,1+300,1+400,7225,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,1+400,1+500,7226,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,1+500,1+600,7227,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,1+600,1+700,7228,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,1+700,1+800,7229,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,1+800,1+900,7230,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,1+900,2+000,7231,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,2+000,2+100,7232,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,2+100,2+200,7233,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,2+200,2+300,7234,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,2+300,2+400,7235,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,2+400,2+500,7236,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,2+500,2+600,7237,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,2+600,2+700,7238,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,2+700,2+800,7239,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,2+800,2+900,7240,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,2+900,3+000,7241,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,3+000,3+100,7242,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,3+100,3+200,7243,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,3+200,3+300,7244,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,3+300,3+400,7245,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,3+400,3+500,7246,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,3+500,3+600,7247,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,3+600,3+700,7248,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,3+700,3+800,7249,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,3+800,3+900,7250,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,3+900,4+000,7251,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,4+000,4+100,7252,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,4+100,4+200,7253,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,4+200,4+300,7254,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,4+300,4+400,7255,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,4+400,4+500,7256,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,4+500,4+600,7257,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,4+600,4+700,7258,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,4+700,4+800,7259,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,4+800,4+900,7260,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,4+900,5+000,7261,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sebayi-Batas Nganjuk,155,7.150,5+000,5+100,7262,,,,,
Jl. Sebayi-Batas Nganjuk,155,7.150,5+100,5+200,7263,,,,,
Jl. Sebayi-Batas Nganjuk,155,7.150,5+200,5+300,7264,,,,,
Jl. Sebayi-Batas Nganjuk,155,7.150,5+300,5+400,7265,,,,,
Jl. Sebayi-Batas Nganjuk,155,7.150,5+400,5+500,7266,,,,,
Jl. Sebayi-Batas Nganjuk,155,7.150,5+500,5+600,7267,,,,,
Jl. Sebayi-Batas Nganjuk,155,7.150,5+600,5+700,7268,,,,,
Jl. Sebayi-Batas Nganjuk,155,7.150,5+700,5+800,7269,,,,,
Jl. Sebayi-Batas Nganjuk,155,7.150,5+800,5+900,7270,,,,,
Jl. Sebayi-Batas Nganjuk,155,7.150,5+900,6+000,7271,,,,,
Jl. Sebayi-Batas Nganjuk,155,7.150,6+000,6+100,7272,,,,,
Jl. Sebayi-Batas Nganjuk,155,7.150,6+100,6+200,7273,,,,,
Jl. Sebayi-Batas Nganjuk,155,7.150,6+200,6+300,7274,,,,,
Jl. Sebayi-Batas Nganjuk,155,7.150,6+300,6+400,7275,,,,,
Jl. Sebayi-Batas Nganjuk,155,7.150,6+400,6+500,7276,,,,,
Jl. Sebayi-Batas Nganjuk,155,7.150,6+500,6+600,7277,,,,,
Jl. Sebayi-Batas Nganjuk,155,7.150,6+600,6+700,7278,,,,,
Jl. Sebayi-Batas Nganjuk,155,7.150,6+700,6+800,7279,,,,,
Jl. Sebayi-Batas Nganjuk,155,7.150,6+800,6+900,7280,,,,,
Jl. Sebayi-Batas Nganjuk,155,7.150,6+900,7+000,7281,,,,,
Jl. Sebayi-Batas Nganjuk,155,7.150,7+100,7+156,7282,,,,,
Jl. Gosong-Ketupu,154,5.760,0+000,0+100,7095,,,,,
Jl. Gosong-Ketupu,154,5.760,0+100,0+200,7096,,,,,
Jl. Gosong-Ketupu,154,5.760,0+200,0+300,7097,,,,,
Jl. Gosong-Ketupu,154,5.760,0+300,0+400,7098,,,,,
Jl. Gosong-Ketupu,154,5.760,0+400,0+500,7099,,,,,
Jl. Gosong-Ketupu,154,5.760,0+500,0+600,7100,,,,,
Jl. Gosong-Ketupu,154,5.760,0+600,0+700,7101,,,,,
Jl. Gosong-Ketupu,154,5.760,0+700,0+800,7102,,,,,
Jl. Gosong-Ketupu,154,5.760,0+800,0+900,7103,,,,,
Jl. Gosong-Ketupu,154,5.760,0+900,1+000,7104,,,,,
Jl. Gosong-Ketupu,154,5.760,1+000,1+100,7105,,,,,
Jl. Gosong-Ketupu,154,5.760,1+100,1+200,7106,,,,,
Jl. Gosong-Ketupu,154,5.760,1+200,1+300,7107,,,,,
Jl. Gosong-Ketupu,154,5.760,1+300,1+400,7108,,,,,
Jl. Gosong-Ketupu,154,5.760,1+400,1+500,7109,,,,,
Jl. Gosong-Ketupu,154,5.760,1+500,1+600,7110,,,,,
Jl. Gosong-Ketupu,154,5.760,1+600,1+700,7111,,,,,
Jl. Gosong-Ketupu,154,5.760,1+700,1+800,7112,,,,,
Jl. Gosong-Ketupu,154,5.760,1+800,1+900,7113,,,,,
Jl. Gosong-Ketupu,154,5.760,1+900,2+000,7114,,,,,
Jl. Gosong-Ketupu,154,5.760,2+000,2+100,7115,,,,,
Jl. Gosong-Ketupu,154,5.760,2+100,2+200,7116,,,,,
Jl. Gosong-Ketupu,154,5.760,2+200,2+300,7117,,,,,
Jl. Gosong-Ketupu,154,5.760,2+300,2+400,7118,,,,,
Jl. Gosong-Ketupu,154,5.760,2+400,2+500,7119,,,,,
Jl. Gosong-Ketupu,154,5.760,2+500,2+600,7120,,,,,
Jl. Gosong-Ketupu,154,5.760,2+600,2+700,7121,,,,,
Jl. Gosong-Ketupu,154,5.760,2+700,2+800,7122,,,,,
Jl. Gosong-Ketupu,154,5.760,2+800,2+900,7123,,,,,
Jl. Gosong-Ketupu,154,5.760,2+900,3+000,7124,,,,,
Jl. Gosong-Ketupu,154,5.760,3+000,3+100,7125,,,,,
Jl. Gosong-Ketupu,154,5.760,3+100,3+200,7126,,,,,
Jl. Gosong-Ketupu,154,5.760,3+200,3+300,7127,,,,,
Jl. Gosong-Ketupu,154,5.760,3+300,3+400,7128,,,,,
Jl. Gosong-Ketupu,154,5.760,3+400,3+500,7129,,,,,
Jl. Gosong-Ketupu,154,5.760,3+500,3+600,7130,,,,,
Jl. Gosong-Ketupu,154,5.760,3+600,3+700,7131,,,,,
Jl. Gosong-Ketupu,154,5.760,3+700,3+800,7132,,,,,
Jl. Gosong-Ketupu,154,5.760,3+800,3+900,7133,,,,,
Jl. Gosong-Ketupu,154,5.760,3+900,4+000,7134,,,,,
Jl. Gosong-Ketupu,154,5.760,4+000,4+100,7135,,,,,
Jl. Gosong-Ketupu,154,5.760,4+100,4+200,7136,,,,,
Jl. Gosong-Ketupu,154,5.760,4+200,4+300,7137,,,,,
Jl. Gosong-Ketupu,154,5.760,4+300,4+400,7138,,,,,
Jl. Gosong-Ketupu,154,5.760,4+400,4+500,7139,,,,,
Jl. Gosong-Ketupu,154,5.760,4+500,4+600,7140,,,,,
Jl. Gosong-Ketupu,154,5.760,4+600,4+700,7141,,,,,
Jl. Gosong-Ketupu,154,5.760,4+700,4+800,7142,,,,,
Jl. Gosong-Ketupu,154,5.760,4+800,4+900,7143,,,,,
Jl. Gosong-Ketupu,154,5.760,4+900,5+000,7144,,,,,
Jl. Gosong-Ketupu,154,5.760,5+000,5+100,7145,,,,,
Jl. Gosong-Ketupu,154,5.760,5+100,5+200,7146,,,,,
Jl. Gosong-Ketupu,154,5.760,5+200,5+300,7147,,,,,
Jl. Gosong-Ketupu,154,5.760,5+300,5+400,7148,,,,,
Jl. Gosong-Ketupu,154,5.760,5+400,5+500,7149,,,,,
Jl. Gosong-Ketupu,154,5.760,5+500,5+600,7150,,,,,
Jl. Gosong-Ketupu,154,5.760,5+600,5+700,7151,,,,,
Jl. Gosong-Ketupu,154,5.760,5+700,5+800,7152,,,,,
Jl. Gosong-Ketupu,154,5.760,5+800,5+900,7153,,,,,
Jl. Gosong-Ketupu,154,5.760,5+900,6+000,7154,,,,,
Jl. Gosong-Ketupu,154,5.760,6+000,6+100,7155,,,,,
Jl. Gosong-Ketupu,154,5.760,6+100,6+200,7156,,,,,
Jl. Gosong-Ketupu,154,5.760,6+200,6+300,7157,,,,,
Jl. Gosong-Ketupu,154,5.760,6+300,6+400,7158,,,,,
Jl. Gosong-Ketupu,154,5.760,6+400,6+500,7159,,,,,
Jl. Gosong-Ketupu,154,5.760,6+500,6+600,7160,,,,,
Jl. Gosong-Ketupu,154,5.760,6+600,6+700,7161,,,,,
Jl. Gosong-Ketupu,154,5.760,6+700,6+800,7162,,,,,
Jl. Gosong-Ketupu,154,5.760,6+800,6+900,7163,,,,,
Jl. Gosong-Ketupu,154,5.760,6+900,7+000,7164,,,,,
Jl. Gosong-Ketupu,154,5.760,7+000,7+100,7165,,,,,
Jl. Gosong-Ketupu,154,5.760,7+100,7+200,7166,,,,,
Jl. Gosong-Ketupu,154,5.760,7+200,7+300,7167,,,,,
Jl. Gosong-Ketupu,154,5.760,7+300,7+400,7168,,,,,
Jl. Gosong-Ketupu,154,5.760,7+400,7+500,7169,,,,,
Jl. Gosong-Ketupu,154,5.760,7+500,7+600,7170,,,,,
Jl. Gosong-Ketupu,154,5.760,7+600,7+700,7171,,,,,
Jl. Gosong-Ketupu,154,5.760,7+700,7+800,7172,,,,,
Jl. Gosong-Ketupu,154,5.760,7+800,7+900,7173,,,,,
Jl. Gosong-Ketupu,154,5.760,7+900,8+000,7174,,,,,
Jl. Gosong-Ketupu,154,5.760,8+000,8+100,7175,,,,,
Jl. Gosong-Ketupu,154,5.760,8+100,8+200,7176,,,,,
Jl. Gosong-Ketupu,154,5.760,8+200,8+300,7177,,,,,
Jl. Gosong-Ketupu,154,5.760,8+300,8+400,7178,,,,,
Jl. Gosong-Ketupu,154,5.760,8+400,8+500,7179,,,,,
Jl. Gosong-Ketupu,154,5.760,8+500,8+600,7180,,,,,
Jl. Gosong-Ketupu,154,5.760,8+600,8+700,7181,,,,,
Jl. Gosong-Ketupu,154,5.760,8+700,8+800,7182,,,,,
Jl. Gosong-Ketupu,154,5.760,8+800,8+900,7183,,,,,
Jl. Gosong-Ketupu,154,5.760,8+900,9+000,7184,,,,,
Jl. Gosong-Ketupu,154,5.760,9+000,9+100,7185,,,,,
Jl. Gosong-Ketupu,154,5.760,9+100,9+200,7186,,,,,
Jl. Gosong-Ketupu,154,5.760,9+200,9+300,7187,,,,,
Jl. Gosong-Ketupu,154,5.760,9+300,9+400,7188,,,,,
Jl. Gosong-Ketupu,154,5.760,9+400,9+500,7189,,,,,
Jl. Gosong-Ketupu,154,5.760,9+500,9+600,7190,,,,,
Jl. Gosong-Ketupu,154,5.760,9+600,9+700,7191,,,,,
Jl. Gosong-Ketupu,154,5.760,9+700,9+800,7192,,,,,
Jl. Gosong-Ketupu,154,5.760,9+800,9+900,7193,,,,,
Jl. Gosong-Ketupu,154,5.760,9+900,10+000,7194,,,,,
Jl. Gosong-Ketupu,154,5.760,10+000,10+100,7195,,,,,
Jl. Gosong-Ketupu,154,5.760,10+100,10+200,7196,,,,,
Jl. Gosong-Ketupu,154,5.760,10+200,10+300,7197,,,,,
Jl. Gosong-Ketupu,154,5.760,10+300,10+400,7198,,,,,
Jl. Gosong-Ketupu,154,5.760,10+400,10+500,7199,,,,,
Jl. Gosong-Ketupu,154,5.760,10+500,10+600,7200,,,,,
Jl. Gosong-Ketupu,154,5.760,10+600,10+700,7201,,,,,
Jl. Gosong-Ketupu,154,5.760,10+700,10+800,7202,,,,,
Jl. Gosong-Ketupu,154,5.760,10+800,10+900,7203,,,,,
Jl. Gosong-Ketupu,154,5.760,10+900,11+000,7204,,,,,
Jl. Gosong-Ketupu,154,5.760,11+000,11+100,7205,,,,,
Jl. Gosong-Ketupu,154,5.760,11+100,11+200,7206,,,,,
Jl. Gosong-Ketupu,154,5.760,11+200,11+300,7207,,,,,
Jl. Gosong-Ketupu,154,5.760,11+300,11+400,7208,,,,,
Jl. Gosong-Ketupu,154,5.760,11+400,11+500,7209,,,,,
Jl. Gosong-Ketupu,154,5.760,11+600,11+699,7210,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,0+000,0+100,6983,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,0+100,0+200,6984,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,0+200,0+300,6985,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,0+300,0+400,6986,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,0+400,0+500,6987,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,0+500,0+600,6988,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,0+600,0+700,6989,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,0+700,0+800,6990,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,0+800,0+900,6991,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,0+900,1+000,6992,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,1+000,1+100,6993,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,1+100,1+200,6994,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,1+200,1+300,6995,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,1+300,1+400,6996,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,1+400,1+500,6997,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,1+500,1+600,6998,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,1+600,1+700,6999,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,1+700,1+800,7000,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,1+800,1+900,7001,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,1+900,2+000,7002,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,2+000,2+100,7003,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,2+100,2+200,7004,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,2+200,2+300,7005,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,2+300,2+400,7006,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,2+400,2+500,7007,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,2+500,2+600,7008,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,2+600,2+700,7009,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,2+700,2+800,7010,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,2+800,2+900,7011,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,2+900,3+000,7012,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,3+000,3+100,7013,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,3+100,3+200,7014,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,3+200,3+300,7015,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,3+300,3+400,7016,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,3+400,3+500,7017,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,3+500,3+600,7018,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,3+600,3+700,7019,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,3+700,3+800,7020,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,3+800,3+900,7021,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,3+900,4+000,7022,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,4+000,4+100,7023,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,4+100,4+200,7024,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,4+200,4+300,7025,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,4+300,4+400,7026,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,4+400,4+500,7027,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,4+500,4+600,7028,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,4+600,4+700,7029,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,4+700,4+800,7030,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,4+800,4+900,7031,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,4+900,5+000,7032,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,5+000,5+100,7033,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,5+100,5+200,7034,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,5+200,5+300,7035,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,5+300,5+400,7036,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,5+400,5+500,7037,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,5+500,5+600,7038,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,5+600,5+700,7039,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,5+700,5+800,7040,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,5+800,5+900,7041,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,5+900,6+000,7042,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,6+000,6+100,7043,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,6+100,6+200,7044,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,6+200,6+300,7045,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,6+300,6+400,7046,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,6+400,6+500,7047,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,6+500,6+600,7048,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,6+600,6+700,7049,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,6+700,6+800,7050,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,6+800,6+900,7051,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,6+900,7+000,7052,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,7+000,7+100,7053,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,7+100,7+200,7054,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,7+200,7+300,7055,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,7+300,7+400,7056,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,7+400,7+500,7057,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,7+500,7+600,7058,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,7+600,7+700,7059,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,7+700,7+800,7060,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,7+800,7+900,7061,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,7+900,8+000,7062,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,8+000,8+100,7063,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,8+100,8+200,7064,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,8+200,8+300,7065,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,8+300,8+400,7066,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,8+400,8+500,7067,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,8+500,8+600,7068,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,8+600,8+700,7069,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,8+700,8+800,7070,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,8+800,8+900,7071,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,8+900,9+000,7072,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,9+000,9+100,7073,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,9+100,9+200,7074,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,9+200,9+300,7075,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,9+300,9+400,7076,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,9+400,9+500,7077,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,9+500,9+600,7078,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,9+600,9+700,7079,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,9+700,9+800,7080,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,9+800,9+900,7081,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,9+900,10+000,7082,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,10+000,10+100,7083,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,10+100,10+200,7084,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,10+200,10+300,7085,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,10+300,10+400,7086,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,10+400,10+500,7087,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,10+500,10+600,7088,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,10+600,10+700,7089,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,10+700,10+800,7090,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,10+800,10+900,7091,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,10+900,11+000,7092,,,,,
Jl. Mundu-Batas Nganjuk,153,11.180,11+100,11+170,7093,,,,,
Jl. Batok-Gosong,152,3.920,0+000,0+100,6944,,,,,
Jl. Batok-Gosong,152,3.920,0+100,0+200,6945,,,,,
Jl. Batok-Gosong,152,3.920,0+200,0+300,6946,,,,,
Jl. Batok-Gosong,152,3.920,0+300,0+400,6947,,,,,
Jl. Batok-Gosong,152,3.920,0+400,0+500,6948,,,,,
Jl. Batok-Gosong,152,3.920,0+500,0+600,6949,,,,,
Jl. Batok-Gosong,152,3.920,0+600,0+700,6950,,,,,
Jl. Batok-Gosong,152,3.920,0+700,0+800,6951,,,,,
Jl. Batok-Gosong,152,3.920,0+800,0+900,6952,,,,,
