Nm_Ruas,Kd_Inf,Panjang,STA_AWAL,STA_AKHIR,No,Tahun,Date,Penanganan,Kondisi_Kini,Perke_Kini
Jl. Purworejo-Segulung,071,7.890,6+000,6+100,3721,,,,,
Jl. Purworejo-Segulung,071,7.890,6+100,6+200,3722,,,,,
Jl. Purworejo-Segulung,071,7.890,6+200,6+300,3723,,,,,
Jl. Purworejo-Segulung,071,7.890,6+300,6+400,3724,,,,,
Jl. Purworejo-Segulung,071,7.890,6+400,6+500,3725,,,,,
Jl. Purworejo-Segulung,071,7.890,6+500,6+600,3726,,,,,
Jl. Purworejo-Segulung,071,7.890,6+600,6+700,3727,,,,,
Jl. Purworejo-Segulung,071,7.890,6+700,6+800,3728,,,,,
Jl. Purworejo-Segulung,071,7.890,6+800,6+900,3729,,,,,
Jl. Purworejo-Segulung,071,7.890,6+900,7+000,3730,,,,,
Jl. Purworejo-Segulung,071,7.890,7+000,7+100,3731,,,,,
Jl. Purworejo-Segulung,071,7.890,7+100,7+200,3732,,,,,
Jl. Purworejo-Segulung,071,7.890,7+200,7+300,3733,,,,,
Jl. Purworejo-Segulung,071,7.890,7+300,7+400,3734,,,,,
Jl. Purworejo-Segulung,071,7.890,7+500,7+548,3735,,,,,
Jl. Ngrobyong-Sumberejo,072,1.200,0+000,0+100,3737,,,,,
Jl. Ngrobyong-Sumberejo,072,1.200,0+100,0+200,3738,,,,,
Jl. Ngrobyong-Sumberejo,072,1.200,0+200,0+300,3739,,,,,
Jl. Ngrobyong-Sumberejo,072,1.200,0+300,0+400,3740,,,,,
Jl. Ngrobyong-Sumberejo,072,1.200,0+400,0+500,3741,,,,,
Jl. Ngrobyong-Sumberejo,072,1.200,0+500,0+600,3742,,,,,
Jl. Ngrobyong-Sumberejo,072,1.200,0+600,0+700,3743,,,,,
Jl. Ngrobyong-Sumberejo,072,1.200,0+700,0+800,3744,,,,,
Jl. Ngrobyong-Sumberejo,072,1.200,0+800,0+900,3745,,,,,
Jl. Ngrobyong-Sumberejo,072,1.200,0+900,1+000,3746,,,,,
Jl. Ngrobyong-Sumberejo,072,1.200,1+000,1+100,3747,,,,,
Jl. Ngrobyong-Sumberejo,072,1.200,1+200,1+214,3748,,,,,
Jl. Slambur-Singgahan,073,3.040,0+000,0+100,3750,,,,,
Jl. Slambur-Singgahan,073,3.040,0+100,0+200,3751,,,,,
Jl. Slambur-Singgahan,073,3.040,0+200,0+300,3752,,,,,
Jl. Slambur-Singgahan,073,3.040,0+300,0+400,3753,,,,,
Jl. Slambur-Singgahan,073,3.040,0+400,0+500,3754,,,,,
Jl. Slambur-Singgahan,073,3.040,0+500,0+600,3755,,,,,
Jl. Slambur-Singgahan,073,3.040,0+600,0+700,3756,,,,,
Jl. Slambur-Singgahan,073,3.040,0+700,0+800,3757,,,,,
Jl. Slambur-Singgahan,073,3.040,0+800,0+900,3758,,,,,
Jl. Slambur-Singgahan,073,3.040,0+900,1+000,3759,,,,,
Jl. Slambur-Singgahan,073,3.040,1+000,1+100,3760,,,,,
Jl. Slambur-Singgahan,073,3.040,1+100,1+200,3761,,,,,
Jl. Slambur-Singgahan,073,3.040,1+200,1+300,3762,,,,,
Jl. Slambur-Singgahan,073,3.040,1+300,1+400,3763,,,,,
Jl. Slambur-Singgahan,073,3.040,1+400,1+500,3764,,,,,
Jl. Slambur-Singgahan,073,3.040,1+500,1+600,3765,,,,,
Jl. Slambur-Singgahan,073,3.040,1+600,1+700,3766,,,,,
Jl. Slambur-Singgahan,073,3.040,1+700,1+800,3767,,,,,
Jl. Slambur-Singgahan,073,3.040,1+800,1+900,3768,,,,,
Jl. Slambur-Singgahan,073,3.040,1+900,2+000,3769,,,,,
Jl. Slambur-Singgahan,073,3.040,2+000,2+100,3770,,,,,
Jl. Slambur-Singgahan,073,3.040,2+100,2+200,3771,,,,,
Jl. Slambur-Singgahan,073,3.040,2+200,2+300,3772,,,,,
Jl. Slambur-Singgahan,073,3.040,2+300,2+400,3773,,,,,
Jl. Slambur-Singgahan,073,3.040,2+400,2+500,3774,,,,,
Jl. Slambur-Singgahan,073,3.040,2+500,2+600,3775,,,,,
Jl. Slambur-Singgahan,073,3.040,2+600,2+700,3776,,,,,
Jl. Slambur-Singgahan,073,3.040,2+700,2+800,3777,,,,,
Jl. Slambur-Singgahan,073,3.040,2+800,2+900,3778,,,,,
Jl. Slambur-Singgahan,073,3.040,3+000,3+009,3779,,,,,
Jl. Batil-Candimulyo,074,4.720,0+000,0+100,3781,,,,,
Jl. Batil-Candimulyo,074,4.720,0+100,0+200,3782,,,,,
Jl. Batil-Candimulyo,074,4.720,0+200,0+300,3783,,,,,
Jl. Batil-Candimulyo,074,4.720,0+300,0+400,3784,,,,,
Jl. Batil-Candimulyo,074,4.720,0+400,0+500,3785,,,,,
Jl. Batil-Candimulyo,074,4.720,0+500,0+600,3786,,,,,
Jl. Batil-Candimulyo,074,4.720,0+600,0+700,3787,,,,,
Jl. Batil-Candimulyo,074,4.720,0+700,0+800,3788,,,,,
Jl. Batil-Candimulyo,074,4.720,0+800,0+900,3789,,,,,
Jl. Batil-Candimulyo,074,4.720,0+900,1+000,3790,,,,,
Jl. Batil-Candimulyo,074,4.720,1+000,1+100,3791,,,,,
Jl. Batil-Candimulyo,074,4.720,1+100,1+200,3792,,,,,
Jl. Batil-Candimulyo,074,4.720,1+200,1+300,3793,,,,,
Jl. Batil-Candimulyo,074,4.720,1+300,1+400,3794,,,,,
Jl. Batil-Candimulyo,074,4.720,1+400,1+500,3795,,,,,
Jl. Batil-Candimulyo,074,4.720,1+500,1+600,3796,,,,,
Jl. Batil-Candimulyo,074,4.720,1+600,1+700,3797,,,,,
Jl. Batil-Candimulyo,074,4.720,1+700,1+800,3798,,,,,
Jl. Batil-Candimulyo,074,4.720,1+800,1+900,3799,,,,,
Jl. Batil-Candimulyo,074,4.720,1+900,2+000,3800,,,,,
Jl. Batil-Candimulyo,074,4.720,2+000,2+100,3801,,,,,
Jl. Batil-Candimulyo,074,4.720,2+100,2+200,3802,,,,,
Jl. Batil-Candimulyo,074,4.720,2+200,2+300,3803,,,,,
Jl. Batil-Candimulyo,074,4.720,2+300,2+400,3804,,,,,
Jl. Batil-Candimulyo,074,4.720,2+400,2+500,3805,,,,,
Jl. Batil-Candimulyo,074,4.720,2+500,2+600,3806,,,,,
Jl. Batil-Candimulyo,074,4.720,2+600,2+700,3807,,,,,
Jl. Batil-Candimulyo,074,4.720,2+700,2+800,3808,,,,,
Jl. Batil-Candimulyo,074,4.720,2+800,2+900,3809,,,,,
Jl. Batil-Candimulyo,074,4.720,2+900,3+000,3810,,,,,
Jl. Batil-Candimulyo,074,4.720,3+000,3+100,3811,,,,,
Jl. Batil-Candimulyo,074,4.720,3+100,3+200,3812,,,,,
Jl. Batil-Candimulyo,074,4.720,3+200,3+300,3813,,,,,
Jl. Batil-Candimulyo,074,4.720,3+300,3+400,3814,,,,,
Jl. Batil-Candimulyo,074,4.720,3+400,3+500,3815,,,,,
Jl. Batil-Candimulyo,074,4.720,3+500,3+600,3816,,,,,
Jl. Batil-Candimulyo,074,4.720,3+600,3+700,3817,,,,,
Jl. Batil-Candimulyo,074,4.720,3+700,3+800,3818,,,,,
Jl. Batil-Candimulyo,074,4.720,3+800,3+900,3819,,,,,
Jl. Batil-Candimulyo,074,4.720,3+900,4+000,3820,,,,,
Jl. Batil-Candimulyo,074,4.720,4+000,4+100,3821,,,,,
Jl. Batil-Candimulyo,074,4.720,4+100,4+200,3822,,,,,
Jl. Batil-Candimulyo,074,4.720,4+200,4+300,3823,,,,,
Jl. Batil-Candimulyo,074,4.720,4+300,4+400,3824,,,,,
Jl. Batil-Candimulyo,074,4.720,4+400,4+500,3825,,,,,
Jl. Batil-Candimulyo,074,4.720,4+500,4+600,3826,,,,,
Jl. Batil-Candimulyo,074,4.720,4+700,4+705,3827,,,,,
Jl. Glonggong-Bader,075,4.000,0+000,0+100,3829,,,,,
Jl. Glonggong-Bader,075,4.000,0+100,0+200,3830,,,,,
Jl. Glonggong-Bader,075,4.000,0+200,0+300,3831,,,,,
Jl. Glonggong-Bader,075,4.000,0+300,0+400,3832,,,,,
Jl. Glonggong-Bader,075,4.000,0+400,0+500,3833,,,,,
Jl. Glonggong-Bader,075,4.000,0+500,0+600,3834,,,,,
Jl. Glonggong-Bader,075,4.000,0+600,0+700,3835,,,,,
Jl. Glonggong-Bader,075,4.000,0+700,0+800,3836,,,,,
Jl. Glonggong-Bader,075,4.000,0+800,0+900,3837,,,,,
Jl. Glonggong-Bader,075,4.000,0+900,1+000,3838,,,,,
Jl. Glonggong-Bader,075,4.000,1+000,1+100,3839,,,,,
Jl. Glonggong-Bader,075,4.000,1+100,1+200,3840,,,,,
Jl. Glonggong-Bader,075,4.000,1+200,1+300,3841,,,,,
Jl. Glonggong-Bader,075,4.000,1+300,1+400,3842,,,,,
Jl. Glonggong-Bader,075,4.000,1+400,1+500,3843,,,,,
Jl. Glonggong-Bader,075,4.000,1+500,1+600,3844,,,,,
Jl. Glonggong-Bader,075,4.000,1+600,1+700,3845,,,,,
Jl. Glonggong-Bader,075,4.000,1+700,1+800,3846,,,,,
Jl. Glonggong-Bader,075,4.000,1+800,1+900,3847,,,,,
Jl. Glonggong-Bader,075,4.000,1+900,2+000,3848,,,,,
Jl. Glonggong-Bader,075,4.000,2+000,2+100,3849,,,,,
Jl. Glonggong-Bader,075,4.000,2+100,2+200,3850,,,,,
Jl. Glonggong-Bader,075,4.000,2+200,2+300,3851,,,,,
Jl. Glonggong-Bader,075,4.000,2+300,2+400,3852,,,,,
Jl. Glonggong-Bader,075,4.000,2+400,2+500,3853,,,,,
Jl. Glonggong-Bader,075,4.000,2+500,2+600,3854,,,,,
Jl. Glonggong-Bader,075,4.000,2+600,2+700,3855,,,,,
Jl. Glonggong-Bader,075,4.000,2+700,2+800,3856,,,,,
Jl. Glonggong-Bader,075,4.000,2+800,2+900,3857,,,,,
Jl. Glonggong-Bader,075,4.000,2+900,3+000,3858,,,,,
Jl. Glonggong-Bader,075,4.000,3+000,3+100,3859,,,,,
Jl. Glonggong-Bader,075,4.000,3+100,3+200,3860,,,,,
Jl. Glonggong-Bader,075,4.000,3+200,3+300,3861,,,,,
Jl. Glonggong-Bader,075,4.000,3+300,3+400,3862,,,,,
Jl. Glonggong-Bader,075,4.000,3+400,3+500,3863,,,,,
Jl. Glonggong-Bader,075,4.000,3+500,3+600,3864,,,,,
Jl. Glonggong-Bader,075,4.000,3+600,3+700,3865,,,,,
Jl. Glonggong-Bader,075,4.000,3+700,3+800,3866,,,,,
Jl. Glonggong-Bader,075,4.000,3+900,3+927,3867,,,,,
Jl. Ngrawan-Sukorejo,076,2.490,0+000,0+100,3869,,,,,
Jl. Ngrawan-Sukorejo,076,2.490,0+100,0+200,3870,,,,,
Jl. Ngrawan-Sukorejo,076,2.490,0+200,0+300,3871,,,,,
Jl. Ngrawan-Sukorejo,076,2.490,0+300,0+400,3872,,,,,
Jl. Ngrawan-Sukorejo,076,2.490,0+400,0+500,3873,,,,,
Jl. Ngrawan-Sukorejo,076,2.490,0+500,0+600,3874,,,,,
Jl. Ngrawan-Sukorejo,076,2.490,0+600,0+700,3875,,,,,
Jl. Ngrawan-Sukorejo,076,2.490,0+700,0+800,3876,,,,,
Jl. Ngrawan-Sukorejo,076,2.490,0+800,0+900,3877,,,,,
Jl. Ngrawan-Sukorejo,076,2.490,0+900,1+000,3878,,,,,
Jl. Ngrawan-Sukorejo,076,2.490,1+000,1+100,3879,,,,,
Jl. Ngrawan-Sukorejo,076,2.490,1+100,1+200,3880,,,,,
Jl. Ngrawan-Sukorejo,076,2.490,1+200,1+300,3881,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngrawan-Sukorejo,076,2.490,1+300,1+400,3882,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngrawan-Sukorejo,076,2.490,1+400,1+500,3883,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngrawan-Sukorejo,076,2.490,1+500,1+600,3884,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngrawan-Sukorejo,076,2.490,1+600,1+700,3885,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngrawan-Sukorejo,076,2.490,1+700,1+800,3886,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngrawan-Sukorejo,076,2.490,1+800,1+900,3887,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngrawan-Sukorejo,076,2.490,1+900,2+000,3888,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngrawan-Sukorejo,076,2.490,2+000,2+100,3889,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngrawan-Sukorejo,076,2.490,2+100,2+200,3890,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngrawan-Sukorejo,076,2.490,2+200,2+300,3891,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngrawan-Sukorejo,076,2.490,2+400,2+484,3892,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngeprih-Lembah,077,2.170,0+000,0+100,3894,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngeprih-Lembah,077,2.170,0+100,0+200,3895,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngeprih-Lembah,077,2.170,0+200,0+300,3896,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngeprih-Lembah,077,2.170,0+300,0+400,3897,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngeprih-Lembah,077,2.170,0+400,0+500,3898,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngeprih-Lembah,077,2.170,0+500,0+600,3899,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngeprih-Lembah,077,2.170,0+600,0+700,3900,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngeprih-Lembah,077,2.170,0+700,0+800,3901,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngeprih-Lembah,077,2.170,0+800,0+900,3902,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngeprih-Lembah,077,2.170,0+900,1+000,3903,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngeprih-Lembah,077,2.170,1+000,1+100,3904,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngeprih-Lembah,077,2.170,1+100,1+200,3905,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngeprih-Lembah,077,2.170,1+200,1+300,3906,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngeprih-Lembah,077,2.170,1+300,1+400,3907,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngeprih-Lembah,077,2.170,1+400,1+500,3908,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngeprih-Lembah,077,2.170,1+500,1+600,3909,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngeprih-Lembah,077,2.170,1+600,1+700,3910,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngeprih-Lembah,077,2.170,1+700,1+800,3911,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngeprih-Lembah,077,2.170,1+800,1+900,3912,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngeprih-Lembah,077,2.170,1+900,2+000,3913,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Ngeprih-Lembah,077,2.170,2+100,2+163,3914,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,0+000,0+100,3916,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,0+100,0+200,3917,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,0+200,0+300,3918,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,0+300,0+400,3919,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,0+400,0+500,3920,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,0+500,0+600,3921,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,0+600,0+700,3922,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,0+700,0+800,3923,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,0+800,0+900,3924,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,0+900,1+000,3925,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,1+000,1+100,3926,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,1+100,1+200,3927,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,1+200,1+300,3928,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,1+300,1+400,3929,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,1+400,1+500,3930,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,1+500,1+600,3931,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,1+600,1+700,3932,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,1+700,1+800,3933,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,1+800,1+900,3934,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,1+900,2+000,3935,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,2+000,2+100,3936,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,2+100,2+200,3937,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,2+200,2+300,3938,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,2+300,2+400,3939,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,2+400,2+500,3940,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,2+500,2+600,3941,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,2+600,2+700,3942,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,2+700,2+800,3943,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,2+800,2+900,3944,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,2+900,3+000,3945,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,3+000,3+100,3946,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,3+100,3+200,3947,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,3+200,3+300,3948,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,3+300,3+400,3949,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,3+400,3+500,3950,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,3+500,3+600,3951,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,3+600,3+700,3952,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,3+700,3+800,3953,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,3+800,3+900,3954,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,3+900,4+000,3955,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,4+000,4+100,3956,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,4+100,4+200,3957,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,4+200,4+300,3958,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,4+300,4+400,3959,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,4+400,4+500,3960,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,4+500,4+600,3961,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,4+600,4+700,3962,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,4+700,4+800,3963,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,4+800,4+900,3964,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,4+900,5+000,3965,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,5+000,5+100,3966,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,5+100,5+200,3967,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,5+200,5+300,3968,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,5+300,5+400,3969,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,5+400,5+500,3970,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,5+500,5+600,3971,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,5+600,5+700,3972,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,5+700,5+800,3973,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,5+800,5+900,3974,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,5+900,6+000,3975,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,6+000,6+100,3976,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,6+100,6+200,3977,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,6+200,6+300,3978,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,6+300,6+400,3979,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,6+400,6+500,3980,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,6+500,6+600,3981,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,6+600,6+700,3982,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,6+700,6+800,3983,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,6+800,6+900,3984,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,6+900,7+000,3985,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,7+000,7+100,3986,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,7+100,7+200,3987,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,7+200,7+300,3988,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,7+300,7+400,3989,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,7+400,7+500,3990,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,7+500,7+600,3991,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,7+600,7+700,3992,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,7+700,7+800,3993,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,7+800,7+900,3994,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,7+900,8+000,3995,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,8+000,8+100,3996,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,8+100,8+200,3997,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,8+200,8+300,3998,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,8+300,8+400,3999,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,8+400,8+500,4000,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,8+500,8+600,4001,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,8+600,8+700,4002,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,8+700,8+800,4003,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,8+800,8+900,4004,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,8+900,9+000,4005,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,9+000,9+100,4006,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,9+100,9+200,4007,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Suluk,078,9.470,9+300,9+371,4008,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,0+000,0+100,4010,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,0+100,0+200,4011,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,0+200,0+300,4012,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,0+300,0+400,4013,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,0+400,0+500,4014,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,0+500,0+600,4015,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
