FID,Nm_Ruas,Kd_Inf,Panjang,STA_AWAL,STA_AKHIR
4271,Jl. Rejosari-Batas Kota,85,3.84,3+000,3+100
4272,Jl. Rejosari-Batas Kota,85,3.84,3+100,3+200
4273,Jl. Rejosari-Batas Kota,85,3.84,3+200,3+300
4274,Jl. Rejosari-Batas Kota,85,3.84,3+300,3+400
4275,Jl. Rejosari-Batas Kota,85,3.84,3+400,3+500
4276,Jl. Rejosari-Batas Kota,85,3.84,3+500,3+600
4277,Jl. Rejosari-Batas Kota,85,3.84,3+600,3+700
4278,Jl. Rejosari-Batas Kota,85,3.84,3+700,3+800
4279,Jl. Rejosari-Batas Kota,85,3.84,3+800,3+900
4280,Jl. Rejosari-Batas Kota,85,3.84,3+900,4+000
4281,Jl. Rejosari-Batas Kota,85,3.84,4+100,4+107
146,Jl. Jetis-Dungus,86,6.64,6+700,6+800
4282,Jl. Jetis-Dungus,86,6.64,0+000,0+100
4283,Jl. Jetis-Dungus,86,6.64,0+100,0+200
4284,Jl. Jetis-Dungus,86,6.64,0+200,0+300
4285,Jl. Jetis-Dungus,86,6.64,0+300,0+400
4286,Jl. Jetis-Dungus,86,6.64,0+400,0+500
4287,Jl. Jetis-Dungus,86,6.64,0+500,0+600
4288,Jl. Jetis-Dungus,86,6.64,0+600,0+700
4289,Jl. Jetis-Dungus,86,6.64,0+700,0+800
4290,Jl. Jetis-Dungus,86,6.64,0+800,0+900
4291,Jl. Jetis-Dungus,86,6.64,0+900,1+000
4292,Jl. Jetis-Dungus,86,6.64,1+000,1+100
4293,Jl. Jetis-Dungus,86,6.64,1+100,1+200
4294,Jl. Jetis-Dungus,86,6.64,1+200,1+300
4295,Jl. Jetis-Dungus,86,6.64,1+300,1+400
4296,Jl. Jetis-Dungus,86,6.64,1+400,1+500
4297,Jl. Jetis-Dungus,86,6.64,1+500,1+600
4298,Jl. Jetis-Dungus,86,6.64,1+600,1+700
4299,Jl. Jetis-Dungus,86,6.64,1+700,1+800
4300,Jl. Jetis-Dungus,86,6.64,1+800,1+900
4301,Jl. Jetis-Dungus,86,6.64,1+900,2+000
4302,Jl. Jetis-Dungus,86,6.64,2+000,2+100
4303,Jl. Jetis-Dungus,86,6.64,2+100,2+200
4304,Jl. Jetis-Dungus,86,6.64,2+200,2+300
4305,Jl. Jetis-Dungus,86,6.64,2+300,2+400
4306,Jl. Jetis-Dungus,86,6.64,2+400,2+500
4307,Jl. Jetis-Dungus,86,6.64,2+500,2+600
4308,Jl. Jetis-Dungus,86,6.64,2+600,2+700
4309,Jl. Jetis-Dungus,86,6.64,2+700,2+800
4310,Jl. Jetis-Dungus,86,6.64,2+800,2+900
4311,Jl. Jetis-Dungus,86,6.64,2+900,3+000
4312,Jl. Jetis-Dungus,86,6.64,3+000,3+100
4313,Jl. Jetis-Dungus,86,6.64,3+100,3+200
4314,Jl. Jetis-Dungus,86,6.64,3+200,3+300
4315,Jl. Jetis-Dungus,86,6.64,3+300,3+400
4316,Jl. Jetis-Dungus,86,6.64,3+400,3+500
4317,Jl. Jetis-Dungus,86,6.64,3+500,3+600
4318,Jl. Jetis-Dungus,86,6.64,3+600,3+700
4319,Jl. Jetis-Dungus,86,6.64,3+700,3+800
4320,Jl. Jetis-Dungus,86,6.64,3+800,3+900
4321,Jl. Jetis-Dungus,86,6.64,3+900,4+000
4322,Jl. Jetis-Dungus,86,6.64,4+000,4+100
4323,Jl. Jetis-Dungus,86,6.64,4+100,4+200
4324,Jl. Jetis-Dungus,86,6.64,4+200,4+300
4325,Jl. Jetis-Dungus,86,6.64,4+300,4+400
4326,Jl. Jetis-Dungus,86,6.64,4+400,4+500
4327,Jl. Jetis-Dungus,86,6.64,4+500,4+600
4328,Jl. Jetis-Dungus,86,6.64,4+600,4+700
4329,Jl. Jetis-Dungus,86,6.64,4+700,4+800
4330,Jl. Jetis-Dungus,86,6.64,4+800,4+900
4331,Jl. Jetis-Dungus,86,6.64,4+900,5+000
4332,Jl. Jetis-Dungus,86,6.64,5+000,5+100
4333,Jl. Jetis-Dungus,86,6.64,5+100,5+200
4334,Jl. Jetis-Dungus,86,6.64,5+200,5+300
4335,Jl. Jetis-Dungus,86,6.64,5+300,5+400
4336,Jl. Jetis-Dungus,86,6.64,5+400,5+500
4337,Jl. Jetis-Dungus,86,6.64,5+500,5+600
4338,Jl. Jetis-Dungus,86,6.64,5+600,5+700
4339,Jl. Jetis-Dungus,86,6.64,5+700,5+800
4340,Jl. Jetis-Dungus,86,6.64,5+800,5+900
4341,Jl. Jetis-Dungus,86,6.64,5+900,6+000
4342,Jl. Jetis-Dungus,86,6.64,6+000,6+100
4343,Jl. Jetis-Dungus,86,6.64,6+100,6+200
4344,Jl. Jetis-Dungus,86,6.64,6+200,6+300
4345,Jl. Jetis-Dungus,86,6.64,6+300,6+400
4346,Jl. Jetis-Dungus,86,6.64,6+400,6+500
4347,Jl. Jetis-Dungus,86,6.64,6+500,6+600
4348,Jl. Jetis-Dungus,86,6.64,6+600,6+700
4349,Jl. Jetis-Dungus,86,6.64,6+800,6+818
85,Jl. Dagangan-Pesanggrahan,87,11.5,11+400,11+500
4350,Jl. Dagangan-Pesanggrahan,87,11.5,0+000,0+100
4351,Jl. Dagangan-Pesanggrahan,87,11.5,0+100,0+200
4352,Jl. Dagangan-Pesanggrahan,87,11.5,0+200,0+300
4353,Jl. Dagangan-Pesanggrahan,87,11.5,0+300,0+400
4354,Jl. Dagangan-Pesanggrahan,87,11.5,0+400,0+500
4355,Jl. Dagangan-Pesanggrahan,87,11.5,0+500,0+600
4356,Jl. Dagangan-Pesanggrahan,87,11.5,0+600,0+700
4357,Jl. Dagangan-Pesanggrahan,87,11.5,0+700,0+800
4358,Jl. Dagangan-Pesanggrahan,87,11.5,0+800,0+900
4359,Jl. Dagangan-Pesanggrahan,87,11.5,0+900,1+000
4360,Jl. Dagangan-Pesanggrahan,87,11.5,1+000,1+100
4361,Jl. Dagangan-Pesanggrahan,87,11.5,1+100,1+200
4362,Jl. Dagangan-Pesanggrahan,87,11.5,1+200,1+300
4363,Jl. Dagangan-Pesanggrahan,87,11.5,1+300,1+400
4364,Jl. Dagangan-Pesanggrahan,87,11.5,1+400,1+500
4365,Jl. Dagangan-Pesanggrahan,87,11.5,1+500,1+600
4366,Jl. Dagangan-Pesanggrahan,87,11.5,1+600,1+700
4367,Jl. Dagangan-Pesanggrahan,87,11.5,1+700,1+800
4368,Jl. Dagangan-Pesanggrahan,87,11.5,1+800,1+900
4369,Jl. Dagangan-Pesanggrahan,87,11.5,1+900,2+000
4370,Jl. Dagangan-Pesanggrahan,87,11.5,2+000,2+100
4371,Jl. Dagangan-Pesanggrahan,87,11.5,2+100,2+200
4372,Jl. Dagangan-Pesanggrahan,87,11.5,2+200,2+300
4373,Jl. Dagangan-Pesanggrahan,87,11.5,2+300,2+400
4374,Jl. Dagangan-Pesanggrahan,87,11.5,2+400,2+500
4375,Jl. Dagangan-Pesanggrahan,87,11.5,2+500,2+600
4376,Jl. Dagangan-Pesanggrahan,87,11.5,2+600,2+700
4377,Jl. Dagangan-Pesanggrahan,87,11.5,2+700,2+800
4378,Jl. Dagangan-Pesanggrahan,87,11.5,2+800,2+900
4379,Jl. Dagangan-Pesanggrahan,87,11.5,2+900,3+000
4380,Jl. Dagangan-Pesanggrahan,87,11.5,3+000,3+100
4381,Jl. Dagangan-Pesanggrahan,87,11.5,3+100,3+200
4382,Jl. Dagangan-Pesanggrahan,87,11.5,3+200,3+300
4383,Jl. Dagangan-Pesanggrahan,87,11.5,3+300,3+400
4384,Jl. Dagangan-Pesanggrahan,87,11.5,3+400,3+500
4385,Jl. Dagangan-Pesanggrahan,87,11.5,3+500,3+600
4386,Jl. Dagangan-Pesanggrahan,87,11.5,3+600,3+700
4387,Jl. Dagangan-Pesanggrahan,87,11.5,3+700,3+800
4388,Jl. Dagangan-Pesanggrahan,87,11.5,3+800,3+900
4389,Jl. Dagangan-Pesanggrahan,87,11.5,3+900,4+000
4390,Jl. Dagangan-Pesanggrahan,87,11.5,4+000,4+100
4391,Jl. Dagangan-Pesanggrahan,87,11.5,4+100,4+200
4392,Jl. Dagangan-Pesanggrahan,87,11.5,4+200,4+300
4393,Jl. Dagangan-Pesanggrahan,87,11.5,4+300,4+400
4394,Jl. Dagangan-Pesanggrahan,87,11.5,4+400,4+500
4395,Jl. Dagangan-Pesanggrahan,87,11.5,4+500,4+600
4396,Jl. Dagangan-Pesanggrahan,87,11.5,4+600,4+700
4397,Jl. Dagangan-Pesanggrahan,87,11.5,4+700,4+800
4398,Jl. Dagangan-Pesanggrahan,87,11.5,4+800,4+900
4399,Jl. Dagangan-Pesanggrahan,87,11.5,4+900,5+000
4400,Jl. Dagangan-Pesanggrahan,87,11.5,5+000,5+100
4401,Jl. Dagangan-Pesanggrahan,87,11.5,5+100,5+200
4402,Jl. Dagangan-Pesanggrahan,87,11.5,5+200,5+300
4403,Jl. Dagangan-Pesanggrahan,87,11.5,5+300,5+400
4404,Jl. Dagangan-Pesanggrahan,87,11.5,5+400,5+500
4405,Jl. Dagangan-Pesanggrahan,87,11.5,5+500,5+600
4406,Jl. Dagangan-Pesanggrahan,87,11.5,5+600,5+700
4407,Jl. Dagangan-Pesanggrahan,87,11.5,5+700,5+800
4408,Jl. Dagangan-Pesanggrahan,87,11.5,5+800,5+900
4409,Jl. Dagangan-Pesanggrahan,87,11.5,5+900,6+000
4410,Jl. Dagangan-Pesanggrahan,87,11.5,6+000,6+100
4411,Jl. Dagangan-Pesanggrahan,87,11.5,6+100,6+200
4412,Jl. Dagangan-Pesanggrahan,87,11.5,6+200,6+300
4413,Jl. Dagangan-Pesanggrahan,87,11.5,6+300,6+400
4414,Jl. Dagangan-Pesanggrahan,87,11.5,6+400,6+500
4415,Jl. Dagangan-Pesanggrahan,87,11.5,6+500,6+600
4416,Jl. Dagangan-Pesanggrahan,87,11.5,6+600,6+700
4417,Jl. Dagangan-Pesanggrahan,87,11.5,6+700,6+800
4418,Jl. Dagangan-Pesanggrahan,87,11.5,6+800,6+900
4419,Jl. Dagangan-Pesanggrahan,87,11.5,6+900,7+000
4420,Jl. Dagangan-Pesanggrahan,87,11.5,7+000,7+100
4421,Jl. Dagangan-Pesanggrahan,87,11.5,7+100,7+200
4422,Jl. Dagangan-Pesanggrahan,87,11.5,7+200,7+300
4423,Jl. Dagangan-Pesanggrahan,87,11.5,7+300,7+400
4424,Jl. Dagangan-Pesanggrahan,87,11.5,7+400,7+500
4425,Jl. Dagangan-Pesanggrahan,87,11.5,7+500,7+600
4426,Jl. Dagangan-Pesanggrahan,87,11.5,7+600,7+700
4427,Jl. Dagangan-Pesanggrahan,87,11.5,7+700,7+800
4428,Jl. Dagangan-Pesanggrahan,87,11.5,7+800,7+900
4429,Jl. Dagangan-Pesanggrahan,87,11.5,7+900,8+000
4430,Jl. Dagangan-Pesanggrahan,87,11.5,8+000,8+100
4431,Jl. Dagangan-Pesanggrahan,87,11.5,8+100,8+200
4432,Jl. Dagangan-Pesanggrahan,87,11.5,8+200,8+300
4433,Jl. Dagangan-Pesanggrahan,87,11.5,8+300,8+400
4434,Jl. Dagangan-Pesanggrahan,87,11.5,8+400,8+500
4435,Jl. Dagangan-Pesanggrahan,87,11.5,8+500,8+600
4436,Jl. Dagangan-Pesanggrahan,87,11.5,8+600,8+700
4437,Jl. Dagangan-Pesanggrahan,87,11.5,8+700,8+800
4438,Jl. Dagangan-Pesanggrahan,87,11.5,8+800,8+900
4439,Jl. Dagangan-Pesanggrahan,87,11.5,8+900,9+000
4440,Jl. Dagangan-Pesanggrahan,87,11.5,9+000,9+100
4441,Jl. Dagangan-Pesanggrahan,87,11.5,9+100,9+200
4442,Jl. Dagangan-Pesanggrahan,87,11.5,9+200,9+300
4443,Jl. Dagangan-Pesanggrahan,87,11.5,9+300,9+400
4444,Jl. Dagangan-Pesanggrahan,87,11.5,9+400,9+500
4445,Jl. Dagangan-Pesanggrahan,87,11.5,9+500,9+600
4446,Jl. Dagangan-Pesanggrahan,87,11.5,9+600,9+700
4447,Jl. Dagangan-Pesanggrahan,87,11.5,9+700,9+800
4448,Jl. Dagangan-Pesanggrahan,87,11.5,9+800,9+900
4449,Jl. Dagangan-Pesanggrahan,87,11.5,9+900,10+000
4450,Jl. Dagangan-Pesanggrahan,87,11.5,10+000,10+100
4451,Jl. Dagangan-Pesanggrahan,87,11.5,10+100,10+200
4452,Jl. Dagangan-Pesanggrahan,87,11.5,10+200,10+300
4453,Jl. Dagangan-Pesanggrahan,87,11.5,10+300,10+400
4454,Jl. Dagangan-Pesanggrahan,87,11.5,10+400,10+500
4455,Jl. Dagangan-Pesanggrahan,87,11.5,10+500,10+600
4456,Jl. Dagangan-Pesanggrahan,87,11.5,10+600,10+700
4457,Jl. Dagangan-Pesanggrahan,87,11.5,10+700,10+800
4458,Jl. Dagangan-Pesanggrahan,87,11.5,10+800,10+900
4459,Jl. Dagangan-Pesanggrahan,87,11.5,10+900,11+000
4460,Jl. Dagangan-Pesanggrahan,87,11.5,11+000,11+100
4461,Jl. Dagangan-Pesanggrahan,87,11.5,11+100,11+200
4462,Jl. Dagangan-Pesanggrahan,87,11.5,11+200,11+300
4463,Jl. Dagangan-Pesanggrahan,87,11.5,11+300,11+400
4464,Jl. Dagangan-Pesanggrahan,87,11.5,11+500,11+517
104,Jl. Dagangan-Sareng,88,3.92,3+800,3+900
4465,Jl. Dagangan-Sareng,88,3.92,0+000,0+100
4466,Jl. Dagangan-Sareng,88,3.92,0+100,0+200
4467,Jl. Dagangan-Sareng,88,3.92,0+200,0+300
4468,Jl. Dagangan-Sareng,88,3.92,0+300,0+400
4469,Jl. Dagangan-Sareng,88,3.92,0+400,0+500
4470,Jl. Dagangan-Sareng,88,3.92,0+500,0+600
4471,Jl. Dagangan-Sareng,88,3.92,0+600,0+700
4472,Jl. Dagangan-Sareng,88,3.92,0+700,0+800
4473,Jl. Dagangan-Sareng,88,3.92,0+800,0+900
4474,Jl. Dagangan-Sareng,88,3.92,0+900,1+000
4475,Jl. Dagangan-Sareng,88,3.92,1+000,1+100
4476,Jl. Dagangan-Sareng,88,3.92,1+100,1+200
4477,Jl. Dagangan-Sareng,88,3.92,1+200,1+300
4478,Jl. Dagangan-Sareng,88,3.92,1+300,1+400
4479,Jl. Dagangan-Sareng,88,3.92,1+400,1+500
4480,Jl. Dagangan-Sareng,88,3.92,1+500,1+600
4481,Jl. Dagangan-Sareng,88,3.92,1+600,1+700
4482,Jl. Dagangan-Sareng,88,3.92,1+700,1+800
4483,Jl. Dagangan-Sareng,88,3.92,1+800,1+900
4484,Jl. Dagangan-Sareng,88,3.92,1+900,2+000
4485,Jl. Dagangan-Sareng,88,3.92,2+000,2+100
4486,Jl. Dagangan-Sareng,88,3.92,2+100,2+200
4487,Jl. Dagangan-Sareng,88,3.92,2+200,2+300
4488,Jl. Dagangan-Sareng,88,3.92,2+300,2+400
4489,Jl. Dagangan-Sareng,88,3.92,2+400,2+500
4490,Jl. Dagangan-Sareng,88,3.92,2+500,2+600
4491,Jl. Dagangan-Sareng,88,3.92,2+600,2+700
4492,Jl. Dagangan-Sareng,88,3.92,2+700,2+800
4493,Jl. Dagangan-Sareng,88,3.92,2+800,2+900
4494,Jl. Dagangan-Sareng,88,3.92,2+900,3+000
4495,Jl. Dagangan-Sareng,88,3.92,3+000,3+100
4496,Jl. Dagangan-Sareng,88,3.92,3+100,3+200
4497,Jl. Dagangan-Sareng,88,3.92,3+200,3+300
4498,Jl. Dagangan-Sareng,88,3.92,3+300,3+400
4499,Jl. Dagangan-Sareng,88,3.92,3+400,3+500
4500,Jl. Dagangan-Sareng,88,3.92,3+500,3+600
4501,Jl. Dagangan-Sareng,88,3.92,3+600,3+700
4502,Jl. Dagangan-Sareng,88,3.92,3+700,3+800
4503,Jl. Dagangan-Sareng,88,3.92,3+900,3+903
106,Jl. Ketandan-Mendak,89,7.05,6+900,7+000
4504,Jl. Ketandan-Mendak,89,7.05,0+000,0+100
4505,Jl. Ketandan-Mendak,89,7.05,0+100,0+200
4506,Jl. Ketandan-Mendak,89,7.05,0+200,0+300
4507,Jl. Ketandan-Mendak,89,7.05,0+300,0+400
4508,Jl. Ketandan-Mendak,89,7.05,0+400,0+500
4509,Jl. Ketandan-Mendak,89,7.05,0+500,0+600
4510,Jl. Ketandan-Mendak,89,7.05,0+600,0+700
4511,Jl. Ketandan-Mendak,89,7.05,0+700,0+800
4512,Jl. Ketandan-Mendak,89,7.05,0+800,0+900
4513,Jl. Ketandan-Mendak,89,7.05,0+900,1+000
4514,Jl. Ketandan-Mendak,89,7.05,1+000,1+100
4515,Jl. Ketandan-Mendak,89,7.05,1+100,1+200
4516,Jl. Ketandan-Mendak,89,7.05,1+200,1+300
4517,Jl. Ketandan-Mendak,89,7.05,1+300,1+400
4518,Jl. Ketandan-Mendak,89,7.05,1+400,1+500
4519,Jl. Ketandan-Mendak,89,7.05,1+500,1+600
4520,Jl. Ketandan-Mendak,89,7.05,1+600,1+700
4521,Jl. Ketandan-Mendak,89,7.05,1+700,1+800
4522,Jl. Ketandan-Mendak,89,7.05,1+800,1+900
4523,Jl. Ketandan-Mendak,89,7.05,1+900,2+000
4524,Jl. Ketandan-Mendak,89,7.05,2+000,2+100
4525,Jl. Ketandan-Mendak,89,7.05,2+100,2+200
4526,Jl. Ketandan-Mendak,89,7.05,2+200,2+300
4527,Jl. Ketandan-Mendak,89,7.05,2+300,2+400
4528,Jl. Ketandan-Mendak,89,7.05,2+400,2+500
4529,Jl. Ketandan-Mendak,89,7.05,2+500,2+600
4530,Jl. Ketandan-Mendak,89,7.05,2+600,2+700
4531,Jl. Ketandan-Mendak,89,7.05,2+700,2+800
4532,Jl. Ketandan-Mendak,89,7.05,2+800,2+900
4533,Jl. Ketandan-Mendak,89,7.05,2+900,3+000
4534,Jl. Ketandan-Mendak,89,7.05,3+000,3+100
4535,Jl. Ketandan-Mendak,89,7.05,3+100,3+200
4536,Jl. Ketandan-Mendak,89,7.05,3+200,3+300
4537,Jl. Ketandan-Mendak,89,7.05,3+300,3+400
4538,Jl. Ketandan-Mendak,89,7.05,3+400,3+500
4539,Jl. Ketandan-Mendak,89,7.05,3+500,3+600
4540,Jl. Ketandan-Mendak,89,7.05,3+600,3+700
4541,Jl. Ketandan-Mendak,89,7.05,3+700,3+800
4542,Jl. Ketandan-Mendak,89,7.05,3+800,3+900
4543,Jl. Ketandan-Mendak,89,7.05,3+900,4+000
4544,Jl. Ketandan-Mendak,89,7.05,4+000,4+100
4545,Jl. Ketandan-Mendak,89,7.05,4+100,4+200
4546,Jl. Ketandan-Mendak,89,7.05,4+200,4+300
4547,Jl. Ketandan-Mendak,89,7.05,4+300,4+400
4548,Jl. Ketandan-Mendak,89,7.05,4+400,4+500
4549,Jl. Ketandan-Mendak,89,7.05,4+500,4+600
4550,Jl. Ketandan-Mendak,89,7.05,4+600,4+700
4551,Jl. Ketandan-Mendak,89,7.05,4+700,4+800
4552,Jl. Ketandan-Mendak,89,7.05,4+800,4+900
4553,Jl. Ketandan-Mendak,89,7.05,4+900,5+000
4554,Jl. Ketandan-Mendak,89,7.05,5+000,5+100
4555,Jl. Ketandan-Mendak,89,7.05,5+100,5+200
4556,Jl. Ketandan-Mendak,89,7.05,5+200,5+300
4557,Jl. Ketandan-Mendak,89,7.05,5+300,5+400
4558,Jl. Ketandan-Mendak,89,7.05,5+400,5+500
4559,Jl. Ketandan-Mendak,89,7.05,5+500,5+600
4560,Jl. Ketandan-Mendak,89,7.05,5+600,5+700
4561,Jl. Ketandan-Mendak,89,7.05,5+700,5+800
4562,Jl. Ketandan-Mendak,89,7.05,5+800,5+900
4563,Jl. Ketandan-Mendak,89,7.05,5+900,6+000
4564,Jl. Ketandan-Mendak,89,7.05,6+000,6+100
4565,Jl. Ketandan-Mendak,89,7.05,6+100,6+200
4566,Jl. Ketandan-Mendak,89,7.05,6+200,6+300
4567,Jl. Ketandan-Mendak,89,7.05,6+300,6+400
4568,Jl. Ketandan-Mendak,89,7.05,6+400,6+500
4569,Jl. Ketandan-Mendak,89,7.05,6+500,6+600
4570,Jl. Ketandan-Mendak,89,7.05,6+600,6+700
4571,Jl. Ketandan-Mendak,89,7.05,6+700,6+800
4572,Jl. Ketandan-Mendak,89,7.05,6+800,6+900
4573,Jl. Ketandan-Mendak,89,7.05,7+000,7+014
82,Jl. Segulung-Suluk,90,14.96,14+800,14+900
4574,Jl. Segulung-Suluk,90,14.96,0+000,0+100
4575,Jl. Segulung-Suluk,90,14.96,0+100,0+200
4576,Jl. Segulung-Suluk,90,14.96,0+200,0+300
4577,Jl. Segulung-Suluk,90,14.96,0+300,0+400
4578,Jl. Segulung-Suluk,90,14.96,0+400,0+500
4579,Jl. Segulung-Suluk,90,14.96,0+500,0+600
4580,Jl. Segulung-Suluk,90,14.96,0+600,0+700
4581,Jl. Segulung-Suluk,90,14.96,0+700,0+800
4582,Jl. Segulung-Suluk,90,14.96,0+800,0+900
4583,Jl. Segulung-Suluk,90,14.96,0+900,1+000
4584,Jl. Segulung-Suluk,90,14.96,1+000,1+100
4585,Jl. Segulung-Suluk,90,14.96,1+100,1+200
4586,Jl. Segulung-Suluk,90,14.96,1+200,1+300
4587,Jl. Segulung-Suluk,90,14.96,1+300,1+400
4588,Jl. Segulung-Suluk,90,14.96,1+400,1+500
4589,Jl. Segulung-Suluk,90,14.96,1+500,1+600
4590,Jl. Segulung-Suluk,90,14.96,1+600,1+700
4591,Jl. Segulung-Suluk,90,14.96,1+700,1+800
4592,Jl. Segulung-Suluk,90,14.96,1+800,1+900
4593,Jl. Segulung-Suluk,90,14.96,1+900,2+000
4594,Jl. Segulung-Suluk,90,14.96,2+000,2+100
4595,Jl. Segulung-Suluk,90,14.96,2+100,2+200
4596,Jl. Segulung-Suluk,90,14.96,2+200,2+300
4597,Jl. Segulung-Suluk,90,14.96,2+300,2+400
4598,Jl. Segulung-Suluk,90,14.96,2+400,2+500
4599,Jl. Segulung-Suluk,90,14.96,2+500,2+600
4600,Jl. Segulung-Suluk,90,14.96,2+600,2+700
4601,Jl. Segulung-Suluk,90,14.96,2+700,2+800
4602,Jl. Segulung-Suluk,90,14.96,2+800,2+900
4603,Jl. Segulung-Suluk,90,14.96,2+900,3+000
4604,Jl. Segulung-Suluk,90,14.96,3+000,3+100
4605,Jl. Segulung-Suluk,90,14.96,3+100,3+200
4606,Jl. Segulung-Suluk,90,14.96,3+200,3+300
4607,Jl. Segulung-Suluk,90,14.96,3+300,3+400
4608,Jl. Segulung-Suluk,90,14.96,3+400,3+500
4609,Jl. Segulung-Suluk,90,14.96,3+500,3+600
4610,Jl. Segulung-Suluk,90,14.96,3+600,3+700
4611,Jl. Segulung-Suluk,90,14.96,3+700,3+800
4612,Jl. Segulung-Suluk,90,14.96,3+800,3+900
4613,Jl. Segulung-Suluk,90,14.96,3+900,4+000
4614,Jl. Segulung-Suluk,90,14.96,4+000,4+100
4615,Jl. Segulung-Suluk,90,14.96,4+100,4+200
4616,Jl. Segulung-Suluk,90,14.96,4+200,4+300
4617,Jl. Segulung-Suluk,90,14.96,4+300,4+400
4618,Jl. Segulung-Suluk,90,14.96,4+400,4+500
4619,Jl. Segulung-Suluk,90,14.96,4+500,4+600
4620,Jl. Segulung-Suluk,90,14.96,4+600,4+700
4621,Jl. Segulung-Suluk,90,14.96,4+700,4+800
4622,Jl. Segulung-Suluk,90,14.96,4+800,4+900
4623,Jl. Segulung-Suluk,90,14.96,4+900,5+000
4624,Jl. Segulung-Suluk,90,14.96,5+000,5+100
4625,Jl. Segulung-Suluk,90,14.96,5+100,5+200
4626,Jl. Segulung-Suluk,90,14.96,5+200,5+300
4627,Jl. Segulung-Suluk,90,14.96,5+300,5+400
4628,Jl. Segulung-Suluk,90,14.96,5+400,5+500
4629,Jl. Segulung-Suluk,90,14.96,5+500,5+600
4630,Jl. Segulung-Suluk,90,14.96,5+600,5+700
4631,Jl. Segulung-Suluk,90,14.96,5+700,5+800
4632,Jl. Segulung-Suluk,90,14.96,5+800,5+900
4633,Jl. Segulung-Suluk,90,14.96,5+900,6+000
4634,Jl. Segulung-Suluk,90,14.96,6+000,6+100
4635,Jl. Segulung-Suluk,90,14.96,6+100,6+200
4636,Jl. Segulung-Suluk,90,14.96,6+200,6+300
4637,Jl. Segulung-Suluk,90,14.96,6+300,6+400
4638,Jl. Segulung-Suluk,90,14.96,6+400,6+500
4639,Jl. Segulung-Suluk,90,14.96,6+500,6+600
4640,Jl. Segulung-Suluk,90,14.96,6+600,6+700
4641,Jl. Segulung-Suluk,90,14.96,6+700,6+800
4642,Jl. Segulung-Suluk,90,14.96,6+800,6+900
4643,Jl. Segulung-Suluk,90,14.96,6+900,7+000
4644,Jl. Segulung-Suluk,90,14.96,7+000,7+100
4645,Jl. Segulung-Suluk,90,14.96,7+100,7+200
4646,Jl. Segulung-Suluk,90,14.96,7+200,7+300
4647,Jl. Segulung-Suluk,90,14.96,7+300,7+400
4648,Jl. Segulung-Suluk,90,14.96,7+400,7+500
4649,Jl. Segulung-Suluk,90,14.96,7+500,7+600
4650,Jl. Segulung-Suluk,90,14.96,7+600,7+700
4651,Jl. Segulung-Suluk,90,14.96,7+700,7+800
4652,Jl. Segulung-Suluk,90,14.96,7+800,7+900
4653,Jl. Segulung-Suluk,90,14.96,7+900,8+000
4654,Jl. Segulung-Suluk,90,14.96,8+000,8+100
4655,Jl. Segulung-Suluk,90,14.96,8+100,8+200
4656,Jl. Segulung-Suluk,90,14.96,8+200,8+300
4657,Jl. Segulung-Suluk,90,14.96,8+300,8+400
4658,Jl. Segulung-Suluk,90,14.96,8+400,8+500
4659,Jl. Segulung-Suluk,90,14.96,8+500,8+600
4660,Jl. Segulung-Suluk,90,14.96,8+600,8+700
4661,Jl. Segulung-Suluk,90,14.96,8+700,8+800
4662,Jl. Segulung-Suluk,90,14.96,8+800,8+900
4663,Jl. Segulung-Suluk,90,14.96,8+900,9+000
4664,Jl. Segulung-Suluk,90,14.96,9+000,9+100
4665,Jl. Segulung-Suluk,90,14.96,9+100,9+200
4666,Jl. Segulung-Suluk,90,14.96,9+200,9+300
4667,Jl. Segulung-Suluk,90,14.96,9+300,9+400
4668,Jl. Segulung-Suluk,90,14.96,9+400,9+500
4669,Jl. Segulung-Suluk,90,14.96,9+500,9+600
4670,Jl. Segulung-Suluk,90,14.96,9+600,9+700
4671,Jl. Segulung-Suluk,90,14.96,9+700,9+800
4672,Jl. Segulung-Suluk,90,14.96,9+800,9+900
4673,Jl. Segulung-Suluk,90,14.96,9+900,10+000
4674,Jl. Segulung-Suluk,90,14.96,10+000,10+100
4675,Jl. Segulung-Suluk,90,14.96,10+100,10+200
4676,Jl. Segulung-Suluk,90,14.96,10+200,10+300
4677,Jl. Segulung-Suluk,90,14.96,10+300,10+400
4678,Jl. Segulung-Suluk,90,14.96,10+400,10+500
4679,Jl. Segulung-Suluk,90,14.96,10+500,10+600
4680,Jl. Segulung-Suluk,90,14.96,10+600,10+700
4681,Jl. Segulung-Suluk,90,14.96,10+700,10+800
4682,Jl. Segulung-Suluk,90,14.96,10+800,10+900
4683,Jl. Segulung-Suluk,90,14.96,10+900,11+000
4684,Jl. Segulung-Suluk,90,14.96,11+000,11+100
4685,Jl. Segulung-Suluk,90,14.96,11+100,11+200
4686,Jl. Segulung-Suluk,90,14.96,11+200,11+300
4687,Jl. Segulung-Suluk,90,14.96,11+300,11+400
4688,Jl. Segulung-Suluk,90,14.96,11+400,11+500
4689,Jl. Segulung-Suluk,90,14.96,11+500,11+600
4690,Jl. Segulung-Suluk,90,14.96,11+600,11+700
4691,Jl. Segulung-Suluk,90,14.96,11+700,11+800
4692,Jl. Segulung-Suluk,90,14.96,11+800,11+900
