FID,Nm_Ruas,Kd_Inf,Panjang,STA_AWAL,STA_AKHIR
608,Jl. Dolopo-Mojorejo,7,7.8,0+100,0+200
609,Jl. Dolopo-Mojorejo,7,7.8,0+200,0+300
610,Jl. Dolopo-Mojorejo,7,7.8,0+300,0+400
611,Jl. Dolopo-Mojorejo,7,7.8,0+400,0+500
612,Jl. Dolopo-Mojorejo,7,7.8,0+500,0+600
613,Jl. Dolopo-Mojorejo,7,7.8,0+600,0+700
614,Jl. Dolopo-Mojorejo,7,7.8,0+700,0+800
615,Jl. Dolopo-Mojorejo,7,7.8,0+800,0+900
616,Jl. Dolopo-Mojorejo,7,7.8,0+900,1+000
617,Jl. Dolopo-Mojorejo,7,7.8,1+000,1+100
618,Jl. Dolopo-Mojorejo,7,7.8,1+100,1+200
619,Jl. Dolopo-Mojorejo,7,7.8,1+200,1+300
620,Jl. Dolopo-Mojorejo,7,7.8,1+300,1+400
621,Jl. Dolopo-Mojorejo,7,7.8,1+400,1+500
622,Jl. Dolopo-Mojorejo,7,7.8,1+500,1+600
623,Jl. Dolopo-Mojorejo,7,7.8,1+600,1+700
624,Jl. Dolopo-Mojorejo,7,7.8,1+700,1+800
625,Jl. Dolopo-Mojorejo,7,7.8,1+800,1+900
626,Jl. Dolopo-Mojorejo,7,7.8,1+900,2+000
627,Jl. Dolopo-Mojorejo,7,7.8,2+000,2+100
628,Jl. Dolopo-Mojorejo,7,7.8,2+100,2+200
629,Jl. Dolopo-Mojorejo,7,7.8,2+200,2+300
630,Jl. Dolopo-Mojorejo,7,7.8,2+300,2+400
631,Jl. Dolopo-Mojorejo,7,7.8,2+400,2+500
632,Jl. Dolopo-Mojorejo,7,7.8,2+500,2+600
633,Jl. Dolopo-Mojorejo,7,7.8,2+600,2+700
634,Jl. Dolopo-Mojorejo,7,7.8,2+700,2+800
635,Jl. Dolopo-Mojorejo,7,7.8,2+800,2+900
636,Jl. Dolopo-Mojorejo,7,7.8,2+900,3+000
637,Jl. Dolopo-Mojorejo,7,7.8,3+000,3+100
638,Jl. Dolopo-Mojorejo,7,7.8,3+100,3+200
639,Jl. Dolopo-Mojorejo,7,7.8,3+200,3+300
640,Jl. Dolopo-Mojorejo,7,7.8,3+300,3+400
641,Jl. Dolopo-Mojorejo,7,7.8,3+400,3+500
642,Jl. Dolopo-Mojorejo,7,7.8,3+500,3+600
643,Jl. Dolopo-Mojorejo,7,7.8,3+600,3+700
644,Jl. Dolopo-Mojorejo,7,7.8,3+700,3+800
645,Jl. Dolopo-Mojorejo,7,7.8,3+800,3+900
646,Jl. Dolopo-Mojorejo,7,7.8,3+900,4+000
647,Jl. Dolopo-Mojorejo,7,7.8,4+000,4+100
648,Jl. Dolopo-Mojorejo,7,7.8,4+100,4+200
649,Jl. Dolopo-Mojorejo,7,7.8,4+200,4+300
650,Jl. Dolopo-Mojorejo,7,7.8,4+300,4+400
651,Jl. Dolopo-Mojorejo,7,7.8,4+400,4+500
652,Jl. Dolopo-Mojorejo,7,7.8,4+500,4+600
653,Jl. Dolopo-Mojorejo,7,7.8,4+600,4+700
654,Jl. Dolopo-Mojorejo,7,7.8,4+700,4+800
655,Jl. Dolopo-Mojorejo,7,7.8,4+800,4+900
656,Jl. Dolopo-Mojorejo,7,7.8,4+900,5+000
657,Jl. Dolopo-Mojorejo,7,7.8,5+000,5+100
658,Jl. Dolopo-Mojorejo,7,7.8,5+100,5+200
659,Jl. Dolopo-Mojorejo,7,7.8,5+200,5+300
660,Jl. Dolopo-Mojorejo,7,7.8,5+300,5+400
661,Jl. Dolopo-Mojorejo,7,7.8,5+400,5+500
662,Jl. Dolopo-Mojorejo,7,7.8,5+500,5+600
663,Jl. Dolopo-Mojorejo,7,7.8,5+600,5+700
664,Jl. Dolopo-Mojorejo,7,7.8,5+700,5+800
665,Jl. Dolopo-Mojorejo,7,7.8,5+800,5+900
666,Jl. Dolopo-Mojorejo,7,7.8,5+900,6+000
667,Jl. Dolopo-Mojorejo,7,7.8,6+000,6+100
668,Jl. Dolopo-Mojorejo,7,7.8,6+100,6+200
669,Jl. Dolopo-Mojorejo,7,7.8,6+200,6+300
670,Jl. Dolopo-Mojorejo,7,7.8,6+300,6+400
671,Jl. Dolopo-Mojorejo,7,7.8,6+400,6+500
672,Jl. Dolopo-Mojorejo,7,7.8,6+500,6+600
673,Jl. Dolopo-Mojorejo,7,7.8,6+600,6+700
674,Jl. Dolopo-Mojorejo,7,7.8,6+700,6+800
675,Jl. Dolopo-Mojorejo,7,7.8,6+800,6+900
676,Jl. Dolopo-Mojorejo,7,7.8,6+900,7+000
677,Jl. Dolopo-Mojorejo,7,7.8,7+000,7+100
678,Jl. Dolopo-Mojorejo,7,7.8,7+100,7+200
679,Jl. Dolopo-Mojorejo,7,7.8,7+200,7+300
680,Jl. Dolopo-Mojorejo,7,7.8,7+300,7+400
681,Jl. Dolopo-Mojorejo,7,7.8,7+400,7+500
682,Jl. Dolopo-Mojorejo,7,7.8,7+500,7+600
683,Jl. Dolopo-Mojorejo,7,7.8,7+600,7+700
684,Jl. Dolopo-Mojorejo,7,7.8,7+800," 7+810
"
58,Jl. Saradan-Mundu,8,12.11,12+000,12+100
685,Jl. Saradan-Mundu,8,12.11,0+000,0+100
686,Jl. Saradan-Mundu,8,12.11,0+100,0+200
687,Jl. Saradan-Mundu,8,12.11,0+200,0+300
688,Jl. Saradan-Mundu,8,12.11,0+300,0+400
689,Jl. Saradan-Mundu,8,12.11,0+400,0+500
690,Jl. Saradan-Mundu,8,12.11,0+500,0+600
691,Jl. Saradan-Mundu,8,12.11,0+600,0+700
692,Jl. Saradan-Mundu,8,12.11,0+700,0+800
693,Jl. Saradan-Mundu,8,12.11,0+800,0+900
694,Jl. Saradan-Mundu,8,12.11,0+900,1+000
695,Jl. Saradan-Mundu,8,12.11,1+000,1+100
696,Jl. Saradan-Mundu,8,12.11,1+100,1+200
697,Jl. Saradan-Mundu,8,12.11,1+200,1+300
698,Jl. Saradan-Mundu,8,12.11,1+300,1+400
699,Jl. Saradan-Mundu,8,12.11,1+400,1+500
700,Jl. Saradan-Mundu,8,12.11,1+500,1+600
701,Jl. Saradan-Mundu,8,12.11,1+600,1+700
702,Jl. Saradan-Mundu,8,12.11,1+700,1+800
703,Jl. Saradan-Mundu,8,12.11,1+800,1+900
704,Jl. Saradan-Mundu,8,12.11,1+900,2+000
705,Jl. Saradan-Mundu,8,12.11,2+000,2+100
706,Jl. Saradan-Mundu,8,12.11,2+100,2+200
707,Jl. Saradan-Mundu,8,12.11,2+200,2+300
708,Jl. Saradan-Mundu,8,12.11,2+300,2+400
709,Jl. Saradan-Mundu,8,12.11,2+400,2+500
710,Jl. Saradan-Mundu,8,12.11,2+500,2+600
711,Jl. Saradan-Mundu,8,12.11,2+600,2+700
712,Jl. Saradan-Mundu,8,12.11,2+700,2+800
713,Jl. Saradan-Mundu,8,12.11,2+800,2+900
714,Jl. Saradan-Mundu,8,12.11,2+900,3+000
715,Jl. Saradan-Mundu,8,12.11,3+000,3+100
716,Jl. Saradan-Mundu,8,12.11,3+100,3+200
717,Jl. Saradan-Mundu,8,12.11,3+200,3+300
718,Jl. Saradan-Mundu,8,12.11,3+300,3+400
719,Jl. Saradan-Mundu,8,12.11,3+400,3+500
720,Jl. Saradan-Mundu,8,12.11,3+500,3+600
721,Jl. Saradan-Mundu,8,12.11,3+600,3+700
722,Jl. Saradan-Mundu,8,12.11,3+700,3+800
723,Jl. Saradan-Mundu,8,12.11,3+800,3+900
724,Jl. Saradan-Mundu,8,12.11,3+900,4+000
725,Jl. Saradan-Mundu,8,12.11,4+000,4+100
726,Jl. Saradan-Mundu,8,12.11,4+100,4+200
727,Jl. Saradan-Mundu,8,12.11,4+200,4+300
728,Jl. Saradan-Mundu,8,12.11,4+300,4+400
729,Jl. Saradan-Mundu,8,12.11,4+400,4+500
730,Jl. Saradan-Mundu,8,12.11,4+500,4+600
731,Jl. Saradan-Mundu,8,12.11,4+600,4+700
732,Jl. Saradan-Mundu,8,12.11,4+700,4+800
733,Jl. Saradan-Mundu,8,12.11,4+800,4+900
734,Jl. Saradan-Mundu,8,12.11,4+900,5+000
735,Jl. Saradan-Mundu,8,12.11,5+000,5+100
736,Jl. Saradan-Mundu,8,12.11,5+100,5+200
737,Jl. Saradan-Mundu,8,12.11,5+200,5+300
738,Jl. Saradan-Mundu,8,12.11,5+300,5+400
739,Jl. Saradan-Mundu,8,12.11,5+400,5+500
740,Jl. Saradan-Mundu,8,12.11,5+500,5+600
741,Jl. Saradan-Mundu,8,12.11,5+600,5+700
742,Jl. Saradan-Mundu,8,12.11,5+700,5+800
743,Jl. Saradan-Mundu,8,12.11,5+800,5+900
744,Jl. Saradan-Mundu,8,12.11,5+900,6+000
745,Jl. Saradan-Mundu,8,12.11,6+000,6+100
746,Jl. Saradan-Mundu,8,12.11,6+100,6+200
747,Jl. Saradan-Mundu,8,12.11,6+200,6+300
748,Jl. Saradan-Mundu,8,12.11,6+300,6+400
749,Jl. Saradan-Mundu,8,12.11,6+400,6+500
750,Jl. Saradan-Mundu,8,12.11,6+500,6+600
751,Jl. Saradan-Mundu,8,12.11,6+600,6+700
752,Jl. Saradan-Mundu,8,12.11,6+700,6+800
753,Jl. Saradan-Mundu,8,12.11,6+800,6+900
754,Jl. Saradan-Mundu,8,12.11,6+900,7+000
755,Jl. Saradan-Mundu,8,12.11,7+000,7+100
756,Jl. Saradan-Mundu,8,12.11,7+100,7+200
757,Jl. Saradan-Mundu,8,12.11,7+200,7+300
758,Jl. Saradan-Mundu,8,12.11,7+300,7+400
759,Jl. Saradan-Mundu,8,12.11,7+400,7+500
760,Jl. Saradan-Mundu,8,12.11,7+500,7+600
761,Jl. Saradan-Mundu,8,12.11,7+600,7+700
762,Jl. Saradan-Mundu,8,12.11,7+700,7+800
763,Jl. Saradan-Mundu,8,12.11,7+800,7+900
764,Jl. Saradan-Mundu,8,12.11,7+900,8+000
765,Jl. Saradan-Mundu,8,12.11,8+000,8+100
766,Jl. Saradan-Mundu,8,12.11,8+100,8+200
767,Jl. Saradan-Mundu,8,12.11,8+200,8+300
768,Jl. Saradan-Mundu,8,12.11,8+300,8+400
769,Jl. Saradan-Mundu,8,12.11,8+400,8+500
770,Jl. Saradan-Mundu,8,12.11,8+500,8+600
771,Jl. Saradan-Mundu,8,12.11,8+600,8+700
772,Jl. Saradan-Mundu,8,12.11,8+700,8+800
773,Jl. Saradan-Mundu,8,12.11,8+800,8+900
774,Jl. Saradan-Mundu,8,12.11,8+900,9+000
775,Jl. Saradan-Mundu,8,12.11,9+000,9+100
776,Jl. Saradan-Mundu,8,12.11,9+100,9+200
777,Jl. Saradan-Mundu,8,12.11,9+200,9+300
778,Jl. Saradan-Mundu,8,12.11,9+300,9+400
779,Jl. Saradan-Mundu,8,12.11,9+400,9+500
780,Jl. Saradan-Mundu,8,12.11,9+500,9+600
781,Jl. Saradan-Mundu,8,12.11,9+600,9+700
782,Jl. Saradan-Mundu,8,12.11,9+700,9+800
783,Jl. Saradan-Mundu,8,12.11,9+800,9+900
784,Jl. Saradan-Mundu,8,12.11,9+900,10+000
785,Jl. Saradan-Mundu,8,12.11,10+000,10+100
786,Jl. Saradan-Mundu,8,12.11,10+100,10+200
787,Jl. Saradan-Mundu,8,12.11,10+200,10+300
788,Jl. Saradan-Mundu,8,12.11,10+300,10+400
789,Jl. Saradan-Mundu,8,12.11,10+400,10+500
790,Jl. Saradan-Mundu,8,12.11,10+500,10+600
791,Jl. Saradan-Mundu,8,12.11,10+600,10+700
792,Jl. Saradan-Mundu,8,12.11,10+700,10+800
793,Jl. Saradan-Mundu,8,12.11,10+800,10+900
794,Jl. Saradan-Mundu,8,12.11,10+900,11+000
795,Jl. Saradan-Mundu,8,12.11,11+000,11+100
796,Jl. Saradan-Mundu,8,12.11,11+100,11+200
797,Jl. Saradan-Mundu,8,12.11,11+200,11+300
798,Jl. Saradan-Mundu,8,12.11,11+300,11+400
799,Jl. Saradan-Mundu,8,12.11,11+400,11+500
800,Jl. Saradan-Mundu,8,12.11,11+500,11+600
801,Jl. Saradan-Mundu,8,12.11,11+600,11+700
802,Jl. Saradan-Mundu,8,12.11,11+700,11+800
803,Jl. Saradan-Mundu,8,12.11,11+800,11+900
804,Jl. Saradan-Mundu,8,12.11,11+900,12+000
805,Jl. Saradan-Mundu,8,12.11,12+100,12+100
154,Jl. Dungus-Batas Kota,9,8.7,8+600,8+700
806,Jl. Dungus-Batas Kota,9,8.7,0+000,0+100
807,Jl. Dungus-Batas Kota,9,8.7,0+100,0+200
808,Jl. Dungus-Batas Kota,9,8.7,0+200,0+300
809,Jl. Dungus-Batas Kota,9,8.7,0+300,0+400
810,Jl. Dungus-Batas Kota,9,8.7,0+400,0+500
811,Jl. Dungus-Batas Kota,9,8.7,0+500,0+600
812,Jl. Dungus-Batas Kota,9,8.7,0+600,0+700
813,Jl. Dungus-Batas Kota,9,8.7,0+700,0+800
814,Jl. Dungus-Batas Kota,9,8.7,0+800,0+900
815,Jl. Dungus-Batas Kota,9,8.7,0+900,1+000
816,Jl. Dungus-Batas Kota,9,8.7,1+000,1+100
817,Jl. Dungus-Batas Kota,9,8.7,1+100,1+200
818,Jl. Dungus-Batas Kota,9,8.7,1+200,1+300
819,Jl. Dungus-Batas Kota,9,8.7,1+300,1+400
820,Jl. Dungus-Batas Kota,9,8.7,1+400,1+500
821,Jl. Dungus-Batas Kota,9,8.7,1+500,1+600
822,Jl. Dungus-Batas Kota,9,8.7,1+600,1+700
823,Jl. Dungus-Batas Kota,9,8.7,1+700,1+800
824,Jl. Dungus-Batas Kota,9,8.7,1+800,1+900
825,Jl. Dungus-Batas Kota,9,8.7,1+900,2+000
826,Jl. Dungus-Batas Kota,9,8.7,2+000,2+100
827,Jl. Dungus-Batas Kota,9,8.7,2+100,2+200
828,Jl. Dungus-Batas Kota,9,8.7,2+200,2+300
829,Jl. Dungus-Batas Kota,9,8.7,2+300,2+400
830,Jl. Dungus-Batas Kota,9,8.7,2+400,2+500
831,Jl. Dungus-Batas Kota,9,8.7,2+500,2+600
832,Jl. Dungus-Batas Kota,9,8.7,2+600,2+700
833,Jl. Dungus-Batas Kota,9,8.7,2+700,2+800
834,Jl. Dungus-Batas Kota,9,8.7,2+800,2+900
835,Jl. Dungus-Batas Kota,9,8.7,2+900,3+000
836,Jl. Dungus-Batas Kota,9,8.7,3+000,3+100
837,Jl. Dungus-Batas Kota,9,8.7,3+100,3+200
838,Jl. Dungus-Batas Kota,9,8.7,3+200,3+300
839,Jl. Dungus-Batas Kota,9,8.7,3+300,3+400
840,Jl. Dungus-Batas Kota,9,8.7,3+400,3+500
841,Jl. Dungus-Batas Kota,9,8.7,3+500,3+600
842,Jl. Dungus-Batas Kota,9,8.7,3+600,3+700
843,Jl. Dungus-Batas Kota,9,8.7,3+700,3+800
844,Jl. Dungus-Batas Kota,9,8.7,3+800,3+900
845,Jl. Dungus-Batas Kota,9,8.7,3+900,4+000
846,Jl. Dungus-Batas Kota,9,8.7,4+000,4+100
847,Jl. Dungus-Batas Kota,9,8.7,4+100,4+200
848,Jl. Dungus-Batas Kota,9,8.7,4+200,4+300
849,Jl. Dungus-Batas Kota,9,8.7,4+300,4+400
850,Jl. Dungus-Batas Kota,9,8.7,4+400,4+500
851,Jl. Dungus-Batas Kota,9,8.7,4+500,4+600
852,Jl. Dungus-Batas Kota,9,8.7,4+600,4+700
853,Jl. Dungus-Batas Kota,9,8.7,4+700,4+800
854,Jl. Dungus-Batas Kota,9,8.7,4+800,4+900
855,Jl. Dungus-Batas Kota,9,8.7,4+900,5+000
856,Jl. Dungus-Batas Kota,9,8.7,5+000,5+100
857,Jl. Dungus-Batas Kota,9,8.7,5+100,5+200
858,Jl. Dungus-Batas Kota,9,8.7,5+200,5+300
859,Jl. Dungus-Batas Kota,9,8.7,5+300,5+400
860,Jl. Dungus-Batas Kota,9,8.7,5+400,5+500
861,Jl. Dungus-Batas Kota,9,8.7,5+500,5+600
862,Jl. Dungus-Batas Kota,9,8.7,5+600,5+700
863,Jl. Dungus-Batas Kota,9,8.7,5+700,5+800
864,Jl. Dungus-Batas Kota,9,8.7,5+800,5+900
865,Jl. Dungus-Batas Kota,9,8.7,5+900,6+000
866,Jl. Dungus-Batas Kota,9,8.7,6+000,6+100
867,Jl. Dungus-Batas Kota,9,8.7,6+100,6+200
868,Jl. Dungus-Batas Kota,9,8.7,6+200,6+300
869,Jl. Dungus-Batas Kota,9,8.7,6+300,6+400
870,Jl. Dungus-Batas Kota,9,8.7,6+400,6+500
871,Jl. Dungus-Batas Kota,9,8.7,6+500,6+600
872,Jl. Dungus-Batas Kota,9,8.7,6+600,6+700
873,Jl. Dungus-Batas Kota,9,8.7,6+700,6+800
874,Jl. Dungus-Batas Kota,9,8.7,6+800,6+900
875,Jl. Dungus-Batas Kota,9,8.7,6+900,7+000
876,Jl. Dungus-Batas Kota,9,8.7,7+000,7+100
877,Jl. Dungus-Batas Kota,9,8.7,7+100,7+200
878,Jl. Dungus-Batas Kota,9,8.7,7+200,7+300
879,Jl. Dungus-Batas Kota,9,8.7,7+300,7+400
880,Jl. Dungus-Batas Kota,9,8.7,7+400,7+500
881,Jl. Dungus-Batas Kota,9,8.7,7+500,7+600
882,Jl. Dungus-Batas Kota,9,8.7,7+600,7+700
883,Jl. Dungus-Batas Kota,9,8.7,7+700,7+800
884,Jl. Dungus-Batas Kota,9,8.7,7+800,7+900
885,Jl. Dungus-Batas Kota,9,8.7,7+900,8+000
886,Jl. Dungus-Batas Kota,9,8.7,8+000,8+100
887,Jl. Dungus-Batas Kota,9,8.7,8+100,8+200
888,Jl. Dungus-Batas Kota,9,8.7,8+200,8+300
889,Jl. Dungus-Batas Kota,9,8.7,8+300,8+400
890,Jl. Dungus-Batas Kota,9,8.7,8+400,8+500
891,Jl. Dungus-Batas Kota,9,8.7,8+500,8+600
892,Jl. Dungus-Batas Kota,9,8.7,8+700,8+728
20,Jl. Kaligunting-Bajulan,10,4.96,4+800,4+900
893,Jl. Kaligunting-Bajulan,10,4.96,0+000,0+100
894,Jl. Kaligunting-Bajulan,10,4.96,0+100,0+200
895,Jl. Kaligunting-Bajulan,10,4.96,0+200,0+300
896,Jl. Kaligunting-Bajulan,10,4.96,0+300,0+400
897,Jl. Kaligunting-Bajulan,10,4.96,0+400,0+500
898,Jl. Kaligunting-Bajulan,10,4.96,0+500,0+600
899,Jl. Kaligunting-Bajulan,10,4.96,0+600,0+700
900,Jl. Kaligunting-Bajulan,10,4.96,0+700,0+800
901,Jl. Kaligunting-Bajulan,10,4.96,0+800,0+900
902,Jl. Kaligunting-Bajulan,10,4.96,0+900,1+000
903,Jl. Kaligunting-Bajulan,10,4.96,1+000,1+100
904,Jl. Kaligunting-Bajulan,10,4.96,1+100,1+200
905,Jl. Kaligunting-Bajulan,10,4.96,1+200,1+300
906,Jl. Kaligunting-Bajulan,10,4.96,1+300,1+400
907,Jl. Kaligunting-Bajulan,10,4.96,1+400,1+500
908,Jl. Kaligunting-Bajulan,10,4.96,1+500,1+600
909,Jl. Kaligunting-Bajulan,10,4.96,1+600,1+700
910,Jl. Kaligunting-Bajulan,10,4.96,1+700,1+800
911,Jl. Kaligunting-Bajulan,10,4.96,1+800,1+900
912,Jl. Kaligunting-Bajulan,10,4.96,1+900,2+000
913,Jl. Kaligunting-Bajulan,10,4.96,2+000,2+100
914,Jl. Kaligunting-Bajulan,10,4.96,2+100,2+200
915,Jl. Kaligunting-Bajulan,10,4.96,2+200,2+300
916,Jl. Kaligunting-Bajulan,10,4.96,2+300,2+400
917,Jl. Kaligunting-Bajulan,10,4.96,2+400,2+500
918,Jl. Kaligunting-Bajulan,10,4.96,2+500,2+600
919,Jl. Kaligunting-Bajulan,10,4.96,2+600,2+700
920,Jl. Kaligunting-Bajulan,10,4.96,2+700,2+800
921,Jl. Kaligunting-Bajulan,10,4.96,2+800,2+900
922,Jl. Kaligunting-Bajulan,10,4.96,2+900,3+000
923,Jl. Kaligunting-Bajulan,10,4.96,3+000,3+100
924,Jl. Kaligunting-Bajulan,10,4.96,3+100,3+200
925,Jl. Kaligunting-Bajulan,10,4.96,3+200,3+300
926,Jl. Kaligunting-Bajulan,10,4.96,3+300,3+400
927,Jl. Kaligunting-Bajulan,10,4.96,3+400,3+500
928,Jl. Kaligunting-Bajulan,10,4.96,3+500,3+600
929,Jl. Kaligunting-Bajulan,10,4.96,3+600,3+700
930,Jl. Kaligunting-Bajulan,10,4.96,3+700,3+800
931,Jl. Kaligunting-Bajulan,10,4.96,3+800,3+900
932,Jl. Kaligunting-Bajulan,10,4.96,3+900,4+000
933,Jl. Kaligunting-Bajulan,10,4.96,4+000,4+100
934,Jl. Kaligunting-Bajulan,10,4.96,4+100,4+200
935,Jl. Kaligunting-Bajulan,10,4.96,4+200,4+300
936,Jl. Kaligunting-Bajulan,10,4.96,4+300,4+400
937,Jl. Kaligunting-Bajulan,10,4.96,4+400,4+500
938,Jl. Kaligunting-Bajulan,10,4.96,4+500,4+600
939,Jl. Kaligunting-Bajulan,10,4.96,4+600,4+700
940,Jl. Kaligunting-Bajulan,10,4.96,4+700,4+800
941,Jl. Kaligunting-Bajulan,10,4.96,4+900,4+967
15,Jl. Ngepeh-Tulung,11,5.65,5+600,5+700
942,Jl. Ngepeh-Tulung,11,5.65,0+000,0+100
943,Jl. Ngepeh-Tulung,11,5.65,0+100,0+200
944,Jl. Ngepeh-Tulung,11,5.65,0+200,0+300
945,Jl. Ngepeh-Tulung,11,5.65,0+300,0+400
946,Jl. Ngepeh-Tulung,11,5.65,0+400,0+500
947,Jl. Ngepeh-Tulung,11,5.65,0+500,0+600
948,Jl. Ngepeh-Tulung,11,5.65,0+600,0+700
949,Jl. Ngepeh-Tulung,11,5.65,0+700,0+800
950,Jl. Ngepeh-Tulung,11,5.65,0+800,0+900
951,Jl. Ngepeh-Tulung,11,5.65,0+900,1+000
952,Jl. Ngepeh-Tulung,11,5.65,1+000,1+100
953,Jl. Ngepeh-Tulung,11,5.65,1+100,1+200
954,Jl. Ngepeh-Tulung,11,5.65,1+200,1+300
955,Jl. Ngepeh-Tulung,11,5.65,1+300,1+400
956,Jl. Ngepeh-Tulung,11,5.65,1+400,1+500
957,Jl. Ngepeh-Tulung,11,5.65,1+500,1+600
958,Jl. Ngepeh-Tulung,11,5.65,1+600,1+700
959,Jl. Ngepeh-Tulung,11,5.65,1+700,1+800
960,Jl. Ngepeh-Tulung,11,5.65,1+800,1+900
961,Jl. Ngepeh-Tulung,11,5.65,1+900,2+000
962,Jl. Ngepeh-Tulung,11,5.65,2+000,2+100
963,Jl. Ngepeh-Tulung,11,5.65,2+100,2+200
964,Jl. Ngepeh-Tulung,11,5.65,2+200,2+300
965,Jl. Ngepeh-Tulung,11,5.65,2+300,2+400
966,Jl. Ngepeh-Tulung,11,5.65,2+400,2+500
967,Jl. Ngepeh-Tulung,11,5.65,2+500,2+600
968,Jl. Ngepeh-Tulung,11,5.65,2+600,2+700
969,Jl. Ngepeh-Tulung,11,5.65,2+700,2+800
970,Jl. Ngepeh-Tulung,11,5.65,2+800,2+900
971,Jl. Ngepeh-Tulung,11,5.65,2+900,3+000
972,Jl. Ngepeh-Tulung,11,5.65,3+000,3+100
973,Jl. Ngepeh-Tulung,11,5.65,3+100,3+200
974,Jl. Ngepeh-Tulung,11,5.65,3+200,3+300
975,Jl. Ngepeh-Tulung,11,5.65,3+300,3+400
976,Jl. Ngepeh-Tulung,11,5.65,3+400,3+500
977,Jl. Ngepeh-Tulung,11,5.65,3+500,3+600
978,Jl. Ngepeh-Tulung,11,5.65,3+600,3+700
979,Jl. Ngepeh-Tulung,11,5.65,3+700,3+800
980,Jl. Ngepeh-Tulung,11,5.65,3+800,3+900
981,Jl. Ngepeh-Tulung,11,5.65,3+900,4+000
982,Jl. Ngepeh-Tulung,11,5.65,4+000,4+100
983,Jl. Ngepeh-Tulung,11,5.65,4+100,4+200
984,Jl. Ngepeh-Tulung,11,5.65,4+200,4+300
985,Jl. Ngepeh-Tulung,11,5.65,4+300,4+400
986,Jl. Ngepeh-Tulung,11,5.65,4+400,4+500
987,Jl. Ngepeh-Tulung,11,5.65,4+500,4+600
988,Jl. Ngepeh-Tulung,11,5.65,4+600,4+700
989,Jl. Ngepeh-Tulung,11,5.65,4+700,4+800
990,Jl. Ngepeh-Tulung,11,5.65,4+800,4+900
991,Jl. Ngepeh-Tulung,11,5.65,4+900,5+000
992,Jl. Ngepeh-Tulung,11,5.65,5+000,5+100
993,Jl. Ngepeh-Tulung,11,5.65,5+100,5+200
994,Jl. Ngepeh-Tulung,11,5.65,5+200,5+300
995,Jl. Ngepeh-Tulung,11,5.65,5+300,5+400
996,Jl. Ngepeh-Tulung,11,5.65,5+400,5+500
997,Jl. Ngepeh-Tulung,11,5.65,5+500,5+600
998,Jl. Ngepeh-Tulung,11,5.65,5+700," 5+749
"
123,Jl. Pagotan-Nglandung,12,2.47,2+300,2+400
999,Jl. Pagotan-Nglandung,12,2.47,0+000,0+100
1000,Jl. Pagotan-Nglandung,12,2.47,0+100,0+200
1001,Jl. Pagotan-Nglandung,12,2.47,0+200,0+300
1002,Jl. Pagotan-Nglandung,12,2.47,0+300,0+400
1003,Jl. Pagotan-Nglandung,12,2.47,0+400,0+500
1004,Jl. Pagotan-Nglandung,12,2.47,0+500,0+600
1005,Jl. Pagotan-Nglandung,12,2.47,0+600,0+700
1006,Jl. Pagotan-Nglandung,12,2.47,0+700,0+800
1007,Jl. Pagotan-Nglandung,12,2.47,0+800,0+900
1008,Jl. Pagotan-Nglandung,12,2.47,0+900,1+000
1009,Jl. Pagotan-Nglandung,12,2.47,1+000,1+100
1010,Jl. Pagotan-Nglandung,12,2.47,1+100,1+200
1011,Jl. Pagotan-Nglandung,12,2.47,1+200,1+300
1012,Jl. Pagotan-Nglandung,12,2.47,1+300,1+400
1013,Jl. Pagotan-Nglandung,12,2.47,1+400,1+500
1014,Jl. Pagotan-Nglandung,12,2.47,1+500,1+600
1015,Jl. Pagotan-Nglandung,12,2.47,1+600,1+700
1016,Jl. Pagotan-Nglandung,12,2.47,1+700,1+800
1017,Jl. Pagotan-Nglandung,12,2.47,1+800,1+900
1018,Jl. Pagotan-Nglandung,12,2.47,1+900,2+000
1019,Jl. Pagotan-Nglandung,12,2.47,2+000,2+100
1020,Jl. Pagotan-Nglandung,12,2.47,2+100,2+200
1021,Jl. Pagotan-Nglandung,12,2.47,2+200,2+300
1022,Jl. Pagotan-Nglandung,12,2.47,2+400,2+471
130,Jl. Kaibon-Nglandung,13,4.38,4+200,4+300
1023,Jl. Kaibon-Nglandung,13,4.38,0+000,0+100
1024,Jl. Kaibon-Nglandung,13,4.38,0+100,0+200
1025,Jl. Kaibon-Nglandung,13,4.38,0+200,0+300
1026,Jl. Kaibon-Nglandung,13,4.38,0+300,0+400
1027,Jl. Kaibon-Nglandung,13,4.38,0+400,0+500
1028,Jl. Kaibon-Nglandung,13,4.38,0+500,0+600
1029,Jl. Kaibon-Nglandung,13,4.38,0+600,0+700
1030,Jl. Kaibon-Nglandung,13,4.38,0+700,0+800
1031,Jl. Kaibon-Nglandung,13,4.38,0+800,0+900
1032,Jl. Kaibon-Nglandung,13,4.38,0+900,1+000
1033,Jl. Kaibon-Nglandung,13,4.38,1+000,1+100
1034,Jl. Kaibon-Nglandung,13,4.38,1+100,1+200
1035,Jl. Kaibon-Nglandung,13,4.38,1+200,1+300
1036,Jl. Kaibon-Nglandung,13,4.38,1+300,1+400
1037,Jl. Kaibon-Nglandung,13,4.38,1+400,1+500
1038,Jl. Kaibon-Nglandung,13,4.38,1+500,1+600
1039,Jl. Kaibon-Nglandung,13,4.38,1+600,1+700
