STA_AWAL,STA_AKHIR,Fungsi,Nm_Ruas,Panjang,No
1+500,1+600,Lingkungan Primer,WARUREJO I,2158,1079
1+600,1+700,Lingkungan Primer,WARUREJO I,2158,1080
1+700,1+800,Lingkungan Primer,WARUREJO I,2158,1081
1+800,1+900,Lingkungan Primer,WARUREJO I,2158,1082
1+900,2+000,Lingkungan Primer,WARUREJO I,2158,1083
2+000,2+100,Lingkungan Primer,WARUREJO I,2158,1084
2+100,2+158,Lingkungan Primer,WARUREJO I,2158,1085
0+000,0+100,Lingkungan Primer,WARUREJO II,1079,1086
0+100,0+200,Lingkungan Primer,WARUREJO II,1079,1087
0+200,0+300,Lingkungan Primer,WARUREJO II,1079,1088
0+300,0+400,Lingkungan Primer,WARUREJO II,1079,1089
0+400,0+500,Lingkungan Primer,WARUREJO II,1079,1090
0+500,0+600,Lingkungan Primer,WARUREJO II,1079,1091
0+600,0+700,Lingkungan Primer,WARUREJO II,1079,1092
0+700,0+800,Lingkungan Primer,WARUREJO II,1079,1093
0+800,0+900,Lingkungan Primer,WARUREJO II,1079,1094
0+900,1+000,Lingkungan Primer,WARUREJO II,1079,1095
1+000,1+085,Lingkungan Primer,WARUREJO II,1079,1096
0+000,0+100,Lingkungan Primer,WAYUT,1350,75
0+100,0+200,Lingkungan Primer,WAYUT,1350,76
0+200,0+300,Lingkungan Primer,WAYUT,1350,77
0+300,0+400,Lingkungan Primer,WAYUT,1350,78
0+400,0+500,Lingkungan Primer,WAYUT,1350,79
0+500,0+600,Lingkungan Primer,WAYUT,1350,80
0+600,0+700,Lingkungan Primer,WAYUT,1350,81
0+700,0+800,Lingkungan Primer,WAYUT,1350,82
0+800,0+900,Lingkungan Primer,WAYUT,1350,83
0+900,1+000,Lingkungan Primer,WAYUT,1350,84
1+000,1+100,Lingkungan Primer,WAYUT,1350,85
1+100,1+200,Lingkungan Primer,WAYUT,1350,86
1+200,1+300,Lingkungan Primer,WAYUT,1350,87
1+300,1+350,Lingkungan Primer,WAYUT,1350,88
0+000,0+100,Lingkungan Primer,WINONG,2324,511
0+100,0+200,Lingkungan Primer,WINONG,2324,512
0+200,0+300,Lingkungan Primer,WINONG,2324,513
0+300,0+400,Lingkungan Primer,WINONG,2324,514
0+400,0+500,Lingkungan Primer,WINONG,2324,515
0+500,0+600,Lingkungan Primer,WINONG,2324,516
0+600,0+700,Lingkungan Primer,WINONG,2324,517
0+700,0+800,Lingkungan Primer,WINONG,2324,518
0+800,0+900,Lingkungan Primer,WINONG,2324,519
0+900,1+000,Lingkungan Primer,WINONG,2324,520
1+000,1+100,Lingkungan Primer,WINONG,2324,521
1+100,1+200,Lingkungan Primer,WINONG,2324,522
1+200,1+300,Lingkungan Primer,WINONG,2324,523
1+300,1+400,Lingkungan Primer,WINONG,2324,524
1+400,1+500,Lingkungan Primer,WINONG,2324,525
1+500,1+600,Lingkungan Primer,WINONG,2324,526
1+600,1+700,Lingkungan Primer,WINONG,2324,527
1+700,1+800,Lingkungan Primer,WINONG,2324,528
1+800,1+900,Lingkungan Primer,WINONG,2324,529
1+900,2+000,Lingkungan Primer,WINONG,2324,530
2+000,2+100,Lingkungan Primer,WINONG,2324,531
2+100,2+196,Lingkungan Primer,WINONG,2324,532
0+000,0+100,Lingkungan Primer,WONOASRI,865,947
0+100,0+200,Lingkungan Primer,WONOASRI,865,948
0+200,0+300,Lingkungan Primer,WONOASRI,865,949
0+300,0+400,Lingkungan Primer,WONOASRI,865,950
0+400,0+500,Lingkungan Primer,WONOASRI,865,951
0+500,0+600,Lingkungan Primer,WONOASRI,865,952
0+600,0+700,Lingkungan Primer,WONOASRI,865,953
0+700,0+800,Lingkungan Primer,WONOASRI,865,954
0+800,0+800,Lingkungan Primer,WONOASRI,865,955
0+000,0+100,Lingkungan Primer,WONOREJO I,676,918
0+100,0+200,Lingkungan Primer,WONOREJO I,676,919
0+200,0+300,Lingkungan Primer,WONOREJO I,676,920
0+300,0+400,Lingkungan Primer,WONOREJO I,676,921
0+400,0+500,Lingkungan Primer,WONOREJO I,676,922
0+500,0+600,Lingkungan Primer,WONOREJO I,676,923
0+600,0+676,Lingkungan Primer,WONOREJO I,676,924
0+000,0+100,Lingkungan Primer,WONOREJO II,1358,925
0+100,0+200,Lingkungan Primer,WONOREJO II,1358,926
0+200,0+300,Lingkungan Primer,WONOREJO II,1358,927
0+300,0+400,Lingkungan Primer,WONOREJO II,1358,928
0+400,0+500,Lingkungan Primer,WONOREJO II,1358,929
0+500,0+600,Lingkungan Primer,WONOREJO II,1358,930
0+600,0+700,Lingkungan Primer,WONOREJO II,1358,931
0+700,0+800,Lingkungan Primer,WONOREJO II,1358,932
0+800,0+900,Lingkungan Primer,WONOREJO II,1358,933
0+900,1+000,Lingkungan Primer,WONOREJO II,1358,934
1+000,1+100,Lingkungan Primer,WONOREJO II,1358,935
1+100,1+200,Lingkungan Primer,WONOREJO II,1358,936
1+200,1+300,Lingkungan Primer,WONOREJO II,1358,937
1+300,1+358,Lingkungan Primer,WONOREJO II,1358,938
