Nm_Ruas,Kd_Inf,Panjang,STA_AWAL,STA_AKHIR,No,Fungsi
Jl. Mlilir-Tambakmas,026,8.510,5+300,5+400,1758,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,5+400,5+500,1759,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,5+500,5+600,1760,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,5+600,5+700,1761,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,5+700,5+800,1762,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,5+800,5+900,1763,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,5+900,6+000,1764,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,6+000,6+100,1765,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,6+100,6+200,1766,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,6+200,6+300,1767,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,6+300,6+400,1768,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,6+400,6+500,1769,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,6+500,6+600,1770,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,6+600,6+700,1771,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,6+700,6+800,1772,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,6+800,6+900,1773,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,6+900,7+000,1774,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,7+000,7+100,1775,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,7+100,7+200,1776,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,7+200,7+300,1777,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,7+300,7+400,1778,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,7+400,7+500,1779,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,7+500,7+600,1780,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,7+600,7+700,1781,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,7+700,7+800,1782,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,7+800,7+900,1783,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,7+900,8+000,1784,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,8+000,8+100,1785,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,8+100,8+200,1786,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,8+200,8+300,1787,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,8+300,8+400,1788,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,8+400,8+500,1789,Lokal Primer
Jl. Mlilir-Tambakmas,026,8.510,8+600,8+650,1790,Lokal Primer
Jl. Batok-Morang,027,4.860,0+000,0+100,1792,Lokal Primer
Jl. Batok-Morang,027,4.860,0+100,0+200,1793,Lokal Primer
Jl. Batok-Morang,027,4.860,0+200,0+300,1794,Lokal Primer
Jl. Batok-Morang,027,4.860,0+300,0+400,1795,Lokal Primer
Jl. Batok-Morang,027,4.860,0+400,0+500,1796,Lokal Primer
Jl. Batok-Morang,027,4.860,0+500,0+600,1797,Lokal Primer
Jl. Batok-Morang,027,4.860,0+600,0+700,1798,Lokal Primer
Jl. Batok-Morang,027,4.860,0+700,0+800,1799,Lokal Primer
Jl. Batok-Morang,027,4.860,0+800,0+900,1800,Lokal Primer
Jl. Batok-Morang,027,4.860,0+900,1+000,1801,Lokal Primer
Jl. Batok-Morang,027,4.860,1+000,1+100,1802,Lokal Primer
Jl. Batok-Morang,027,4.860,1+100,1+200,1803,Lokal Primer
Jl. Batok-Morang,027,4.860,1+200,1+300,1804,Lokal Primer
Jl. Batok-Morang,027,4.860,1+300,1+400,1805,Lokal Primer
Jl. Batok-Morang,027,4.860,1+400,1+500,1806,Lokal Primer
Jl. Batok-Morang,027,4.860,1+500,1+600,1807,Lokal Primer
Jl. Batok-Morang,027,4.860,1+600,1+700,1808,Lokal Primer
Jl. Batok-Morang,027,4.860,1+700,1+800,1809,Lokal Primer
Jl. Batok-Morang,027,4.860,1+800,1+900,1810,Lokal Primer
Jl. Batok-Morang,027,4.860,1+900,2+000,1811,Lokal Primer
Jl. Batok-Morang,027,4.860,2+000,2+100,1812,Lokal Primer
Jl. Batok-Morang,027,4.860,2+100,2+200,1813,Lokal Primer
Jl. Batok-Morang,027,4.860,2+200,2+300,1814,Lokal Primer
Jl. Batok-Morang,027,4.860,2+300,2+400,1815,Lokal Primer
Jl. Batok-Morang,027,4.860,2+400,2+500,1816,Lokal Primer
Jl. Batok-Morang,027,4.860,2+500,2+600,1817,Lokal Primer
Jl. Batok-Morang,027,4.860,2+600,2+700,1818,Lokal Primer
Jl. Batok-Morang,027,4.860,2+700,2+800,1819,Lokal Primer
Jl. Batok-Morang,027,4.860,2+800,2+900,1820,Lokal Primer
Jl. Batok-Morang,027,4.860,2+900,3+000,1821,Lokal Primer
Jl. Batok-Morang,027,4.860,3+000,3+100,1822,Lokal Primer
Jl. Batok-Morang,027,4.860,3+100,3+200,1823,Lokal Primer
Jl. Batok-Morang,027,4.860,3+200,3+300,1824,Lokal Primer
Jl. Batok-Morang,027,4.860,3+300,3+400,1825,Lokal Primer
Jl. Batok-Morang,027,4.860,3+400,3+500,1826,Lokal Primer
Jl. Batok-Morang,027,4.860,3+500,3+600,1827,Lokal Primer
Jl. Batok-Morang,027,4.860,3+600,3+700,1828,Lokal Primer
Jl. Batok-Morang,027,4.860,3+700,3+800,1829,Lokal Primer
Jl. Batok-Morang,027,4.860,3+800,3+900,1830,Lokal Primer
Jl. Batok-Morang,027,4.860,3+900,4+000,1831,Lokal Primer
Jl. Batok-Morang,027,4.860,4+000,4+100,1832,Lokal Primer
Jl. Batok-Morang,027,4.860,4+100,4+200,1833,Lokal Primer
Jl. Batok-Morang,027,4.860,4+200,4+300,1834,Lokal Primer
Jl. Batok-Morang,027,4.860,4+300,4+400,1835,Lokal Primer
Jl. Batok-Morang,027,4.860,4+400,4+500,1836,Lokal Primer
Jl. Batok-Morang,027,4.860,4+500,4+600,1837,Lokal Primer
Jl. Batok-Morang,027,4.860,4+600,4+700,1838,Lokal Primer
Jl. Batok-Morang,027,4.860,4+800,4+860,1839,Lokal Primer
Jl. Bagi-Batas Ngawi,028,2.710,0+000,0+100,1841,Lokal Primer
Jl. Bagi-Batas Ngawi,028,2.710,0+100,0+200,1842,Lokal Primer
Jl. Bagi-Batas Ngawi,028,2.710,0+200,0+300,1843,Lokal Primer
Jl. Bagi-Batas Ngawi,028,2.710,0+300,0+400,1844,Lokal Primer
Jl. Bagi-Batas Ngawi,028,2.710,0+400,0+500,1845,Lokal Primer
Jl. Bagi-Batas Ngawi,028,2.710,0+500,0+600,1846,Lokal Primer
Jl. Bagi-Batas Ngawi,028,2.710,0+600,0+700,1847,Lokal Primer
Jl. Bagi-Batas Ngawi,028,2.710,0+700,0+800,1848,Lokal Primer
Jl. Bagi-Batas Ngawi,028,2.710,0+800,0+900,1849,Lokal Primer
Jl. Bagi-Batas Ngawi,028,2.710,0+900,1+000,1850,Lokal Primer
Jl. Bagi-Batas Ngawi,028,2.710,1+000,1+100,1851,Lokal Primer
Jl. Bagi-Batas Ngawi,028,2.710,1+100,1+200,1852,Lokal Primer
Jl. Bagi-Batas Ngawi,028,2.710,1+200,1+300,1853,Lokal Primer
Jl. Bagi-Batas Ngawi,028,2.710,1+300,1+400,1854,Lokal Primer
Jl. Bagi-Batas Ngawi,028,2.710,1+400,1+500,1855,Lokal Primer
Jl. Bagi-Batas Ngawi,028,2.710,1+500,1+600,1856,Lokal Primer
Jl. Bagi-Batas Ngawi,028,2.710,1+600,1+700,1857,Lokal Primer
Jl. Bagi-Batas Ngawi,028,2.710,1+700,1+800,1858,Lokal Primer
Jl. Bagi-Batas Ngawi,028,2.710,1+800,1+900,1859,Lokal Primer
Jl. Bagi-Batas Ngawi,028,2.710,1+900,2+000,1860,Lokal Primer
Jl. Bagi-Batas Ngawi,028,2.710,2+000,2+100,1861,Lokal Primer
Jl. Bagi-Batas Ngawi,028,2.710,2+100,2+200,1862,Lokal Primer
Jl. Bagi-Batas Ngawi,028,2.710,2+200,2+300,1863,Lokal Primer
Jl. Bagi-Batas Ngawi,028,2.710,2+300,2+400,1864,Lokal Primer
Jl. Bagi-Batas Ngawi,028,2.710,2+400,2+500,1865,Lokal Primer
Jl. Bagi-Batas Ngawi,028,2.710,2+600,2+680,1866,Lokal Primer
Jl. Tiron-Bagi,029,4.220,0+000,0+100,1868,Lokal Primer
Jl. Tiron-Bagi,029,4.220,0+100,0+200,1869,Lokal Primer
Jl. Tiron-Bagi,029,4.220,0+200,0+300,1870,Lokal Primer
Jl. Tiron-Bagi,029,4.220,0+300,0+400,1871,Lokal Primer
Jl. Tiron-Bagi,029,4.220,0+400,0+500,1872,Lokal Primer
Jl. Tiron-Bagi,029,4.220,0+500,0+600,1873,Lokal Primer
Jl. Tiron-Bagi,029,4.220,0+600,0+700,1874,Lokal Primer
Jl. Tiron-Bagi,029,4.220,0+700,0+800,1875,Lokal Primer
Jl. Tiron-Bagi,029,4.220,0+800,0+900,1876,Lokal Primer
Jl. Tiron-Bagi,029,4.220,0+900,1+000,1877,Lokal Primer
Jl. Tiron-Bagi,029,4.220,1+000,1+100,1878,Lokal Primer
Jl. Tiron-Bagi,029,4.220,1+100,1+200,1879,Lokal Primer
Jl. Tiron-Bagi,029,4.220,1+200,1+300,1880,Lokal Primer
Jl. Tiron-Bagi,029,4.220,1+300,1+400,1881,Lokal Primer
Jl. Tiron-Bagi,029,4.220,1+400,1+500,1882,Lokal Primer
Jl. Tiron-Bagi,029,4.220,1+500,1+600,1883,Lokal Primer
Jl. Tiron-Bagi,029,4.220,1+600,1+700,1884,Lokal Primer
Jl. Tiron-Bagi,029,4.220,1+700,1+800,1885,Lokal Primer
Jl. Tiron-Bagi,029,4.220,1+800,1+900,1886,Lokal Primer
Jl. Tiron-Bagi,029,4.220,1+900,2+000,1887,Lokal Primer
Jl. Tiron-Bagi,029,4.220,2+000,2+100,1888,Lokal Primer
Jl. Tiron-Bagi,029,4.220,2+100,2+200,1889,Lokal Primer
Jl. Tiron-Bagi,029,4.220,2+200,2+300,1890,Lokal Primer
Jl. Tiron-Bagi,029,4.220,2+300,2+400,1891,Lokal Primer
Jl. Tiron-Bagi,029,4.220,2+400,2+500,1892,Lokal Primer
Jl. Tiron-Bagi,029,4.220,2+500,2+600,1893,Lokal Primer
Jl. Tiron-Bagi,029,4.220,2+600,2+700,1894,Lokal Primer
Jl. Tiron-Bagi,029,4.220,2+700,2+800,1895,Lokal Primer
Jl. Tiron-Bagi,029,4.220,2+800,2+900,1896,Lokal Primer
Jl. Tiron-Bagi,029,4.220,2+900,3+000,1897,Lokal Primer
Jl. Tiron-Bagi,029,4.220,3+000,3+100,1898,Lokal Primer
Jl. Tiron-Bagi,029,4.220,3+100,3+200,1899,Lokal Primer
Jl. Tiron-Bagi,029,4.220,3+200,3+300,1900,Lokal Primer
Jl. Tiron-Bagi,029,4.220,3+300,3+400,1901,Lokal Primer
Jl. Tiron-Bagi,029,4.220,3+400,3+500,1902,Lokal Primer
Jl. Tiron-Bagi,029,4.220,3+500,3+600,1903,Lokal Primer
Jl. Tiron-Bagi,029,4.220,3+600,3+700,1904,Lokal Primer
Jl. Tiron-Bagi,029,4.220,3+700,3+800,1905,Lokal Primer
Jl. Tiron-Bagi,029,4.220,3+800,3+900,1906,Lokal Primer
Jl. Tiron-Bagi,029,4.220,3+900,4+000,1907,Lokal Primer
Jl. Tiron-Bagi,029,4.220,4+000,4+100,1908,Lokal Primer
Jl. Tiron-Bagi,029,4.220,4+200,4+226,1909,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,4+200,4+221,1911,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,4+100,4+200,1912,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,4+000,4+100,1913,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,3+900,4+000,1914,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,3+800,3+900,1915,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,3+700,3+800,1916,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,3+600,3+700,1917,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,3+500,3+600,1918,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,3+400,3+500,1919,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,3+300,3+400,1920,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,3+200,3+300,1921,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,3+100,3+200,1922,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,3+000,3+100,1923,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,2+900,3+000,1924,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,2+800,2+900,1925,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,2+700,2+800,1926,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,2+600,2+700,1927,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,2+500,2+600,1928,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,2+400,2+500,1929,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,2+300,2+400,1930,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,2+200,2+300,1931,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,2+100,2+200,1932,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,2+000,2+100,1933,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,1+900,2+000,1934,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,1+800,1+900,1935,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,1+700,1+800,1936,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,1+600,1+700,1937,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,1+500,1+600,1938,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,1+400,1+500,1939,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,1+300,1+400,1940,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,1+200,1+300,1941,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,1+100,1+200,1942,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,1+000,1+100,1943,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,0+900,1+000,1944,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,0+800,0+900,1945,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,0+700,0+800,1946,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,0+600,0+700,1947,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,0+500,0+600,1948,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,0+400,0+500,1949,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,0+300,0+400,1950,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,0+200,0+300,1951,Lokal Primer
Jl. Sumbergandu-Tulung,030,4.220,0+000,0+100,1952,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,0+000,0+100,1954,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,0+100,0+200,1955,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,0+200,0+300,1956,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,0+300,0+400,1957,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,0+400,0+500,1958,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,0+500,0+600,1959,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,0+600,0+700,1960,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,0+700,0+800,1961,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,0+800,0+900,1962,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,0+900,1+000,1963,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,1+000,1+100,1964,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,1+100,1+200,1965,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,1+200,1+300,1966,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,1+300,1+400,1967,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,1+400,1+500,1968,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,1+500,1+600,1969,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,1+600,1+700,1970,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,1+700,1+800,1971,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,1+800,1+900,1972,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,1+900,2+000,1973,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,2+000,2+100,1974,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,2+100,2+200,1975,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,2+200,2+300,1976,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,2+300,2+400,1977,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,2+400,2+500,1978,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,2+500,2+600,1979,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,2+600,2+700,1980,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,2+700,2+800,1981,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,2+800,2+900,1982,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,2+900,3+000,1983,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,3+000,3+100,1984,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,3+100,3+200,1985,Lokal Primer
Jl. Dagangan-Sukosari,031,3.930,3+300,3+391,1986,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,0+000,0+100,1988,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,0+100,0+200,1989,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,0+200,0+300,1990,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,0+300,0+400,1991,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,0+400,0+500,1992,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,0+500,0+600,1993,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,0+600,0+700,1994,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,0+700,0+800,1995,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,0+800,0+900,1996,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,0+900,1+000,1997,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,1+000,1+100,1998,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,1+100,1+200,1999,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,1+200,1+300,2000,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,1+300,1+400,2001,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,1+400,1+500,2002,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,1+500,1+600,2003,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,1+600,1+700,2004,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,1+700,1+800,2005,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,1+800,1+900,2006,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,1+900,2+000,2007,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,2+000,2+100,2008,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,2+100,2+200,2009,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,2+200,2+300,2010,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,2+300,2+400,2011,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,2+400,2+500,2012,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,2+500,2+600,2013,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,2+600,2+700,2014,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,2+700,2+800,2015,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,2+800,2+900,2016,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,2+900,3+000,2017,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,3+000,3+100,2018,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,3+100,3+200,2019,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,3+200,3+300,2020,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,3+300,3+400,2021,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,3+400,3+500,2022,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,3+500,3+600,2023,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,3+600,3+700,2024,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,3+700,3+800,2025,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,3+800,3+900,2026,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,3+900,4+000,2027,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,4+000,4+100,2028,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,4+100,4+200,2029,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,4+200,4+300,2030,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,4+300,4+400,2031,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,4+400,4+500,2032,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,4+500,4+600,2033,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,4+600,4+700,2034,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,4+700,4+800,2035,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,4+800,4+900,2036,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,4+900,5+000,2037,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,5+000,5+100,2038,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,5+100,5+200,2039,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,5+200,5+300,2040,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,5+300,5+400,2041,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,5+400,5+500,2042,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,5+500,5+600,2043,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,5+600,5+700,2044,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,5+700,5+800,2045,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,5+800,5+900,2046,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,5+900,6+000,2047,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,6+000,6+100,2048,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,6+100,6+200,2049,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,6+200,6+300,2050,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,6+300,6+400,2051,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,6+400,6+500,2052,Lokal Primer
Jl. Dungus-Sukosari,032,6.650,6+600,6+643,2053,Lokal Primer
Jl. Jiwan-Sambirejo,033,5.450,0+000,0+100,2055,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,0+100,0+200,2056,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,0+200,0+300,2057,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,0+300,0+400,2058,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,0+400,0+500,2059,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,0+500,0+600,2060,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,0+600,0+700,2061,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,0+700,0+800,2062,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,0+800,0+900,2063,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,0+900,1+000,2064,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,1+000,1+100,2065,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,1+100,1+200,2066,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,1+200,1+300,2067,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,1+300,1+400,2068,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,1+400,1+500,2069,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,1+500,1+600,2070,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,1+600,1+700,2071,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,1+700,1+800,2072,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,1+800,1+900,2073,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,1+900,2+000,2074,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,2+000,2+100,2075,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,2+100,2+200,2076,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,2+200,2+300,2077,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,2+300,2+400,2078,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,2+400,2+500,2079,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,2+500,2+600,2080,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,2+600,2+700,2081,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,2+700,2+800,2082,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,2+800,2+900,2083,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,2+900,3+000,2084,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,3+000,3+100,2085,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,3+100,3+200,2086,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,3+200,3+300,2087,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,3+300,3+400,2088,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,3+400,3+500,2089,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,3+500,3+600,2090,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,3+600,3+700,2091,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,3+700,3+800,2092,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,3+800,3+900,2093,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,3+900,4+000,2094,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,4+000,4+100,2095,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,4+100,4+200,2096,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,4+200,4+300,2097,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,4+300,4+400,2098,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,4+400,4+500,2099,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,4+500,4+600,2100,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,4+600,4+700,2101,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,4+700,4+800,2102,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,4+800,4+900,2103,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,4+900,5+000,2104,Lokal Sekunder
Jl. Jiwan-Sambirejo,033,5.450,5+000,5+100,2105,Lokal Sekunder
